PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	C3	RP	EM	RI	OI	FU	FP	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	DL	D2	EA	PG	WC	WE	SC	GA	PM	OA	HC	HP	DA	UT
J	Pantoja, N				Pantoja, Nelson			Self-gravitating <i>SU</i>(5) Higgs domain walls as a braneworld	PHYSICAL REVIEW D												Five-dimensional domain walls in gauged SU(5) generate a position-dependent symmetry breaking pattern along the additional dimension. We analyze the perturbative stability and the four-dimensional (4D) spectrum of these walls in the self-gravitating case, in terms of diffeomorphism-invariant and Lie algebra gauge-invariant field fluctuations. We show that tachyonic modes are absent, ensuring perturbative stability. As expected, gravitational tensor and vector fluctuations behave like their counterparts in the standard Z(2) domain walls. All the Lie algebra valued fluctuations exhibit towers of 4D massive modes, which propagate in the bulk, with a continuous spectrum starting from zero. All the would-be 4D Nambu-Goldstone fields, which are gravitationally trapped in the case of a global symmetry, are nontrivially absent. However, we fmd no localizable 4D gauge bosons, either massless or massive. Instead, quasilocalizable discrete 4D massive modes for the gauge field fluctuations are found, along the spontaneously broken directions.						Pantoja, Nelson/0000-0002-4477-6308													2470-0010	2470-0029				DEC 11	2019	100	12							125011	10.1103/PhysRevD.100.125011	http://dx.doi.org/10.1103/PhysRevD.100.125011													WOS:000502125100010
J	Berwein, M; Sumino, Y				Berwein, Matthias; Sumino, Yukinari			Perturbative static quark potential in Maximal Abelian gauge	PHYSICS LETTERS B												We calculate the static quark potential for an SU(N) gauge theory in the Maximal Abelian gauge as well as its Abelian projection up to two loops in perturbation theory. We discuss its renormalization properties. The result is compared with a recent lattice result at r less than or similar to 0.5 fm. (C) 2019 The Authors. Published by Elsevier B.V.						Berwein, Matthias/0000-0002-4286-2069													0370-2693	1873-2445				DEC 10	2019	799								135014	10.1016/j.physletb.2019.135014	http://dx.doi.org/10.1016/j.physletb.2019.135014													WOS:000500331400018
J	Morozumi, T; Shimizu, Y; Umeeda, H; Yuu, A				Morozumi, Takuya; Shimizu, Yusuke; Umeeda, Hiroyuki; Yuu, Akihiro			Hidden relations in three generation seesaw model with Dirac mass matrix of four-zero texture	PHYSICS LETTERS B												We present predictions for CP violating phases of the Type-I seesaw model with four-zero textures on the Dirac mass matrix. For the four-zero textures, the effective low energy Majorana mass matrix is parametrized with seven parameters. They are three mass-dimensional parameters, two angles and two CP violating sources. The number of these parameters is less than that of the general description of the Majorana mass matrix with three neutrino masses, three mixing angles and three CP violating phases. In particular, only two independent CP violating sources give rise to three CP violating phases. The efficient and comprehensive method is proposed in this paper to investigate four-zero textures in Type-I seesaw. We numerically show the possible range of CP violating phases in the plane of a Dirac CP violating phase and one of Majorana phases. Some cases show the strong correlations among two phases. These correlations can be explained by hidden relations among the elements of Majorana matrix with the fourzero textures. The hidden relations are classified according to the position of one vanishing off-diagonal element of Majorana mass matrix. The Majorana mass matrix all of whose elements are non-vanishing also produces other hidden relations particularly in the case of four-zero textures. By applying the hidden relations, we describe the concrete correlations among CP violating phases. (C) 2019 Published by Elsevier B.V.					Morozumi, Takuya/AAG-8556-2021	Umeeda, Hiroyuki/0000-0003-0461-0976													0370-2693	1873-2445				DEC 10	2019	799								135046	10.1016/j.physletb.2019.135046	http://dx.doi.org/10.1016/j.physletb.2019.135046													WOS:000500331400009
J	Naradovyi, V; Kharchenko, D				Naradovyi, V.; Kharchenko, D.			Investigation of the energy of wave motions in a three-layer hydrodynamic system	WAVES IN RANDOM AND COMPLEX MEDIA												In this paper, the propagation of the energy of internal waves in a three-layer hydrodynamic liquid system 'a layer with a solid bottom-a layer-a layer with a lid' is investigated. The problem statement is executed in a dimensionless form. Using the method of multidimensional development, the first three linear problems were obtained. For the first approximation problem, a dispersion equation of the first order is derived, and two pairs of independent solutions are obtained. The dependence of total energy on the wave number and thickness at different values of physical parameters were graphically illustrated and analyzed. The limiting case in which the obtained results are compared with the calculation of the energy that transferring the wave in the hydrodynamic system 'liquid layer-a layer with a lid', which was investigated earlier is considered. Graphically illustrates the transition of this system to a two-layer one. Data obtained as a result of the study of the problem of propagation of internal wave energy in a liquid three-layer hydrodynamic system can be used in the study of similar areas in the ocean and in the development of appropriate technologies and devices using the energy of water waves or converted into electricity.					Kharchenko, Diana/KPY-6634-2024	Naradovyi, Volodymyr/0000-0001-5187-8831													1745-5030	1745-5049				NOV 2	2021	31	6					1729	1748		10.1080/17455030.2019.1699674	http://dx.doi.org/10.1080/17455030.2019.1699674		DEC 2019											WOS:000501646100001
J	Patrone, PN; Dienstfrey, A; McFadden, GB				Patrone, Paul N.; Dienstfrey, Andrew; McFadden, G. B.			Model reduction of rigid-body molecular dynamics via generalized multipole potentials	PHYSICAL REVIEW E												Motivated by the challenges of uncertainty quantification for coarse-grained (CG) molecular dynamics, we investigate the role of perturbation theory in model reduction of classical systems. In particular, we consider the task of coarse-graining rigid bodies in the context of generalized multipole potentials that have controllable levels of accuracy relative to their atomistic counterparts. We show how the multipole framework yields a hierarchy of models that systematically connects a CG "point molecule" approximation to the exact dynamics. We use these results to understand when and how the CG models fail to describe atomistic dynamics at the trajectory level and develop asymptotic error estimates for approximate molecular potential energies. Implications for other model-reduction strategies are also discussed. Key findings of this work are that (i) omitting rotational energy introduces significant error when coarse-graining and (ii) attention to symmetry can improve accuracy of "point-molecule" approximations. Analytical derivations and numerical results support these conclusions. Relevance to nonrigid bodies is also discussed.					; McFadden, Geoffrey/A-7920-2008	Dienstfrey, Andrew/0000-0002-5461-8741; McFadden, Geoffrey/0000-0001-6723-2103													2470-0045	2470-0053				DEC 10	2019	100	6							063302	10.1103/PhysRevE.100.063302	http://dx.doi.org/10.1103/PhysRevE.100.063302								31962507					WOS:000501808200004
J	Pavshinkin, D				Pavshinkin, D.			Grassmannian and flag sigma models on interval: phase structure and L-dependence	JOURNAL OF HIGH ENERGY PHYSICS												We discuss the two-dimensional Grassmannian SU(N)/S(U(N - 2) x U(2)) and the flag SU(N)/S (U(N - 2) x U(1) x U(1)) sigma models on a finite interval and construct analytical solutions of gap equations in the large-N limit. We show that the flag model admits a homogeneous solution for "mixed" Dirichlet-Neumann (DN) boundary conditions only for sufficiently large length L and undergoes a phase transition from the phase of partly broken gauge symmetry U(1) to the symmetric phase U(1) x U(1) for large L. On the other hand, the Grassmannian model has a detached phase with one massive and one massless non-zero condensates that completely break U(2) gauge symmetry. This phase lives on a region of L bounded from above and has to use the Robin boundary conditions. We also examine the L-dependence of the total energy and detect the linear growth inherent to confining string in all phases.					Pavshinkin, Dmitriy/AAD-8286-2022	Pavshinkin, Dmitriy/0000-0002-4385-4554													1029-8479					DEC 10	2019		12							075	10.1007/JHEP12(2019)075	http://dx.doi.org/10.1007/JHEP12(2019)075													WOS:001184021800002
J	Wang, F; Li, JJ				Wang, Fan; Li, Jia-Jun			Optimal energy-management of two cylinders under flow-induced motion using dynamic programming	MODERN PHYSICS LETTERS B												In this paper, we performed a work combining numerical and theoretical studies to investigate the optimal energy-management of two cylinders under flow-induced motion using dynamic programming. First, we considered the energy generation of two freely oscillated cylinders with different configurations at Reynolds number of 200. Then, we constructed a theoretical model to maximize the energy-harvesting capacity of two cylinders using dynamic programming. This work can provide helpful suggestions for designing the energy-harvesting apparatus.					Wang, Fan/K-5602-2019														0217-9849	1793-6640				DEC 10	2019	33	34							1950424	10.1142/S0217984919504244	http://dx.doi.org/10.1142/S0217984919504244													WOS:000502299100004
J	Zhang, XZ; Zhang, YF; Mei, JQ				Zhang, Xiangzhi; Zhang, Yufeng; Mei, Jianqin			Some symmetries and similarity solutions of the long-water wave hierarchy	MODERN PHYSICS LETTERS B												We introduce isospectral and non-isospectral Lax pairs, then apply the Tu scheme to generate the isospectral integrable hierarchy and the non-isospectral hierarchy, whose Hamiltonian structure, hereditary operator, symmetries are followed to obtain. In addition, a kind of Backlund transformation of the long-water wave hierarchy for the isospectral hierarchy is constructed. Through reductions of the isospectral hierarchy, we again get the long-water wave system whose similarity solutions, nonlinear self-adjointness and the non-invariant solutions are investigated, respectively, by the use of symmetry analysis. Finally, we make use of the weight method of the variables appearing in the long-water wave system to analyze the conservation laws of the system.					Zhang, Yufeng/GZL-1973-2022														0217-9849	1793-6640				DEC 10	2019	33	34							1950430	10.1142/S021798491950430x	http://dx.doi.org/10.1142/S021798491950430x													WOS:000502299100010
J	Amekhyan, A; Sargsyan, S; Stepanian, A				Amekhyan, A.; Sargsyan, S.; Stepanian, A.			Role of dust in the microwave emission of galactic halos	MODERN PHYSICS LETTERS A												The contribution of the thermal dust component in galactic halo rotation is explored based on the microwave data of Planck satellite. The temperature asymmetry of Doppler nature revealed for several edge-on galaxies at several microwave frequencies is analyzed regarding the contribution of the thermal dust emission. We derive the dust contribution to the galactic halo rotation using the data in three bands, 353, 545, and 857 GHz for two nearby galaxies M81 and M82. The relevance of the revealed properties on the halo rotation is then discussed in the context of the modified gravity theories proposed to describe the dark matter configurations.																			0217-7323	1793-6632				DEC 7	2019	34	37							1950308	10.1142/S0217732319503085	http://dx.doi.org/10.1142/S0217732319503085													WOS:000501548600005
J	Ghandili, A; Moeini, V				Ghandili, Ali; Moeini, Vahid			Extraction of experimental rules of dense fluids using the LIR theory; monatomic fluids	PHYSICS AND CHEMISTRY OF LIQUIDS												In this paper, the linear isotherm regularity (LIR) equation of state has been used to predict some of the most important thermodynamic quantities and also a series exploring the physical consequences in dense fluids. A new method in this paper is introduced to derive these empirical rules from the LIR equation of state. Thus, first, the thermodynamic quantities are extracted and then verified by the experimental data. The monatomic fluids whose experimental data are used to test the ability of the equation of state are helium, neon, argon, krypton and xenon. Boyle's temperature and density are also derived in this paper for monatomic fluids, which is in good agreement with the quantities reported in literatures. The modified model was compared with the other two-parameter equation of state and the results showed the modified model can provide better correlation results with the average absolute relative deviation.					Ghandili, Ali/JGL-7631-2023	Ghandili, Ali/0000-0002-6920-9641													0031-9104	1029-0451				JAN 2	2021	59	1					113	137		10.1080/00319104.2019.1698040	http://dx.doi.org/10.1080/00319104.2019.1698040		DEC 2019											WOS:000501081800001
J	Shabelski, YM; Shuvaev, AG				Shabelski, Yu M.; Shuvaev, A. G.			Unified description of LHC data on elastic <i>pp</i> scattering	MODERN PHYSICS LETTERS A												We present the unified description of the existing data on elastic small angle pp and p (p) over bar scattering at the energies 1.8, 1.96, 2.76, 7, 8 and 13 TeV in the framework of Additive Quark Model (AQM). The agreement with the data is quite reasonable.																			0217-7323	1793-6632				DEC 7	2019	34	37							1950305	10.1142/S021773231950305X	http://dx.doi.org/10.1142/S021773231950305X													WOS:000501548600003
J	Tsimpanogiannis, IN; Lichtner, PC				Tsimpanogiannis, Ioannis N.; Lichtner, Peter C.			Methane dissolution inside bulk or porous-medium-confined water at near-hydrate equilibrium conditions	MOLECULAR PHYSICS												In this study, we perform a series of mass-balance-type calculations, in order to estimate the minimum volume of liquid water required to dissolve completely a single methane gas bubble, located inside different types of domains that are near or under hydrate equilibrium pressure/temperature conditions. We examine the case of methane bubble dissolution in the bulk, along with the cases of methane bubble dissolution within simple/regular networks of pores, where all pores have the same size. In our calculations, we consider experimental values for the equilibrium solubilities of methane in water, along the hydrate-forming line, as well as, values obtained from predictive tools that are based on different thermodynamic models. The effect of aqueous NaCl solutions on the results is also investigated. As a result of the relatively low solubility of methane in water, large volumes of water are required for complete dissolution of a methane bubble.																			0026-8976	1362-3028				JUN 1	2020	118	9-10			SI					10.1080/00268976.2019.1699186	http://dx.doi.org/10.1080/00268976.2019.1699186		DEC 2019											WOS:000501695500001
J	Choi, SK; Rim, C; Um, H				Choi, Sang Kwan; Rim, Chaiho; Um, Hwajin			RNA substructure as a random matrix ensemble	PHYSICAL REVIEW E												Combinatorial analysis of a certain abstraction of RNA structures has been studied to investigate their statistics. Our approach regards the backbone of secondary structures as an alternate sequence of paired and unpaired sets of nucleotides, which can be described by a random matrix model. We obtain the generating function of the structures using the Hermitian matrix model with the Chebyshev polynomial of the second kind and analyze the statistics with respect to the number of stems. To match the experimental findings of the statistical behavior, we consider the structures in a grand canonical ensemble and find a fugacity value corresponding to an appropriate number of stems.					Choi, SangKwan/AAD-5360-2019	Eom, Hwajin/0000-0003-2514-4847													2470-0045	2470-0053				DEC 6	2019	100	6							062404	10.1103/PhysRevE.100.062404	http://dx.doi.org/10.1103/PhysRevE.100.062404								31962500					WOS:000501490400005
J	Wang, JY; Sheng, Y; Sun, HB; Gao, F; Zhang, DK; Zheng, YD; Shi, Y				Wang, Jianyu; Sheng, Yun; Sun, Huabin; Gao, Fan; Zhang, Dakuan; Zheng, Youdou; Shi, Yi			Enhanced polarization photodetection of metallic cavity ensemble through spontaneously configured lateral electrodes	NANOTECHNOLOGY												Metallic cavities show substantial advantages in light confinement, providing opportunities to modulate the optical resonances and absorption. Here, we report on the configuration of horizontally aligned ZnO-nanowires-based metallic cavity ensemble with a light to dark current ratio of similar to 1000. An enhanced polarization photodetection ratio of transverse electric (TE) to transverse magnetic (TM) was experimentally observed compared to the single ZnO nanowire photodetector. Finite difference time domain simulation was performed on the metallic cavities, showing the distinct resonance behaviors under TE and TM light. The confinement by the multi-reflection and optical resonances between the metallic claddings contribute to the high anisotropy ratio. Furthermore, the polarized light absorption in the metallic cavity was studied as well as in the naked nanowire, which reveal a significant dependence on the cavity diameter and wavelength. For the metallic cavities, the absorption ratio of TE to TM show an enhanced value in the range of 300-500 nm wavelength and 85-150 diameter and a reversed value in the range of 400-500 nm wavelength and 17-50 diameter. While for the naked nanowires, the ratio show an apparently opposite value in these two regions. The presented metallic cavities demonstrate a specific paradigm of optical engineering in nanoscale and potentially helps the development of optoelectronic devices.					SHI, Yi/IXD-7826-2023; SUN, Huabin/KIC-9217-2024; chen, meng/HJZ-2137-2023	SUN, Huabin/0000-0002-8465-7151													0957-4484	1361-6528				DEC 6	2019	30	49							495204	10.1088/1361-6528/ab4245	http://dx.doi.org/10.1088/1361-6528/ab4245								31491775					WOS:000487556400001
J	Zhao, F; Wang, CY; Liu, XJ; Luo, QY; Zhu, L				Zhao, Fei; Wang, Chunyu; Liu, Xianjing; Luo, Qingyue; Zhu, Ling			Purification of fuel ethanol engine exhaust with platinum-loaded Ce<sub>0.5</sub>Zr<sub>0.5</sub>O<sub>2</sub> catalyst	NANOMATERIALS AND NANOTECHNOLOGY												This work aimed at exploring a new kind of purification catalysts for fuel ethanol engine exhaust. Platinum loaded on Ce0.5Zr0.5O2 was prepared by impregnation method and characterized by X-ray diffraction, Brunner-Emmet-Teller measurements (BET), temperature-programmed reduction of hydrogen, scanning electron microscope, and X-ray photoelectron spectra. The three-way catalyst platinum/ceria-zirconia/fw is prepared with the paste ball mill coating technique. And the catalytic performance is evaluated under simulated fuel ethanol engine exhaust gas condition. The catalysts not only show excellent low-temperature performances and several-way catalytic activities for carbon monoxide, hydrocarbons, nitrogen oxides, and acetaldehyde but also have better high-temperature resistance. The addition of sulfur dioxide to feedstream degrades the performances of the catalysts.					Wang, Chunyu/HPC-0200-2023; zhu, lingqi/GYU-2163-2022														1847-9804					DEC 6	2019	9								1847980419886673	10.1177/1847980419886673	http://dx.doi.org/10.1177/1847980419886673													WOS:000501882400001
J	Cai, WZ; Hossain, MT; Coles, J; Lybarger, J; Blanton, J; Sterer, E; Deemyad, S				Cai, Weizhao; Hossain, Mohammad Tomal; Coles, Jared; Lybarger, Jordan; Blanton, Joseph; Sterer, Eran; Deemyad, Shanti			Parallel background subtraction in diamond anvil cells for high pressure X-ray data analysis	HIGH PRESSURE RESEARCH												We present a simple and effective approach to improve X-ray data collected under extreme conditions of pressure and temperature. The X-ray data of the sample and the amorphous, liquid, or crystalline pressure transmitting media (PTM) which surround the sample are collected separately at each pressure and temperature, allowing a satisfactory background subtraction. Using this method, we are able to identify weak diffraction peaks of the low-Z elements Li and Na and amorphous silica under pressure and at cryogenic temperatures. In addition to exploration of phase diagrams of low-Z materials, this method can also be applied to recognize new phases of other unknown materials such as binary hydrides in the high pressure and high-temperature synthesis, and to allow deterministic identification of the onset pressure of structural phase transitions and the presence of mixed phases.					Hossain, Mohammad Tomal/HJI-9424-2023; Cai, Weizhao/H-7725-2012	Hossain, Mohammad Tomal/0000-0001-5207-486X													0895-7959	1477-2299					2019	39	4					628	639		10.1080/08957959.2019.1697255	http://dx.doi.org/10.1080/08957959.2019.1697255		DEC 2019											WOS:000501064000001
J	Deng, WT; Zhao, G; Xia, HJ; Zhang, M; Yang, YF				Deng Wan-Tao; Zhao Gang; Xia Hui-Jun; Zhang Mao; Yang Yi-Fan			Method of correcting tilt aberration for array laser of incoherent combination	ACTA PHYSICA SINICA												The beam quality of array lasers which propagate in atmosphere will degrade in far-field. Therefore, the ultimate efficiency of combined lasers will be affected if no compensation measure is taken in some typical systems such as high energy system. Based on the model of array lasers with incoherent combination, laser propagation in atmosphere is simulated by generating a random atmospheric turbulence phase screen to modulate the phase of the laser beam. The distorted wavefront of atmospheric turbulence is divided according to the array distribution. The phase generated by tilt aberration coefficient which is solved by the method of fitting sub-wavefront data is eliminated in the phase of sub-beam, which simulates the process of correcting tilt aberration. The simulation results show that comparing with the case of tilt aberration, the power in the bucket (PIB) and the Strehl rate (SR) of combined lasers focusing in far-field are improved when the tilt aberration influenced by the same atmospheric turbulence phase screen is corrected. At the same time, coherence length ranging from 4 cm to 45 cm is used to characterize atmospheric turbulence of different intensities. At each coherent length, the PIB and SR are calculated when the distances of propagation of lasers are 2 km and 3 km, separately. The simulation results show that although PIB and SR before and after tilt aberration are corrected, they become worse with the decrease of coherence length, and PIB and SR are improved more obviously when tilt aberration is corrected in stronger turbulence. An experiment in the case of 2 km is carried out by using a prototype of incoherent combination, and the data are obtained by measuring the focused spot at the target. The measurement results confirm that the correcting of tilt aberration can improve the beam quality of array lasers with incoherent combination in far-field. In summary, the research conducted in this work can obtain tilt aberration accurately and the corresponding method of correction is easy to implement, which can provide supporting data for improving the performances high energy laser systems.					Zhao, Gang/JMC-6248-2023														1000-3290					DEC 5	2019	68	23							234205	10.7498/aps.68.20190961	http://dx.doi.org/10.7498/aps.68.20190961													WOS:000501344000015
J	Ghodratipour, N; Rouhani, S				Ghodratipour, Nahid; Rouhani, Shahin			The Expectation Value of the Number of Loops and the Left-Passage Probability in the Double-Dimer Model	COMMUNICATIONS IN MATHEMATICAL PHYSICS												We study various statistical properties of the double-dimer model, a generalization of the dimer model, on rectangular domains of the square lattice. We take advantage of the Grassmannian representation of the dimer model, first to calculate the probability distribution of the number of nontrivial loops around a cylinder, which is consistent with the previously known result, and then to calculate the expectation value of the number of loops surrounding two faces and the left-passage probability, both in the discrete and the continuum cases. We also briefly explain the calculation of some related observables. As a by-product, we obtain the partition function of the dimer model in the presence of two and four monomers, and a single monomer on the boundary.					Rouhani, Shahin/AAD-3055-2020	Rouhani, Shahin/0000-0003-4738-2627													0010-3616	1432-0916				JAN	2020	373	1					357	388		10.1007/s00220-019-03620-3	http://dx.doi.org/10.1007/s00220-019-03620-3		DEC 2019											WOS:000501128800001
J	Liu, HX; Fu, L; He, CZ				Liu, Hongxia; Fu, Ling; He, Chaozheng			The kinetic study of the methane oxidation reaction catalyzed by transition metal oxides RuO/RhO/PdO	MOLECULAR SIMULATION												The relative stability and kinetics of CH4 horizontal ellipsis O2 horizontal ellipsis MO and the reaction potential energy surface under the transition metal oxide catalysts (RuO/RhO/PdO) during methane oxidation reaction were studied with density functional calculations. The results show that the reaction can be easily carried out under the catalysis of transition metal oxides. The transition barriers and the reaction rate constant all show oscillation modes that are consistent with the increase of atomic number at 298 K. while the calculated reaction energies (Er/kcal mol-(1)) are gradually increased. The oxidised dioxide can be treated to form metal and oxygen that can still be used as a catalyst for methane oxidation; the resulting oxygen can continue to be used as an oxidant. We also calculated the rate constant of methane oxidation reaction to give the resulting methanol pathway. The calculated dynamic characterisation shows that the rate constant has a positive temperature dependence. Our calculation show that this reaction is exothermic reaction via the RuO/RhO/PdO catalyst, and the reaction is thermodynamically feasible. This study also provides theoretical reference data for us to identify new catalysts for the catalytic oxidation of methane.					He, Chao/KII-9068-2024														0892-7022	1029-0435				MAR 23	2020	46	5					350	355		10.1080/08927022.2019.1699923	http://dx.doi.org/10.1080/08927022.2019.1699923		DEC 2019											WOS:000501066600001
J	Mukherjee, A; Nandy, A; Chakrabarti, A				Mukherjee, Amrita; Nandy, Atanu; Chakrabarti, Arunava			Controlled trapping of single particle states on a periodic substrate by deterministic stubbing	PHYSICS LETTERS A												A periodic array of atomic sites, described within a tight binding formalism is shown to be capable of trapping electronic states as it grows in size and gets stubbed by an 'atom' or an 'atomic' clusters from a side in a deterministic way. We prescribe a method based on a real space renormalization group method, that unravels a subtle correlation between the positions of the side coupled atoms and the energy eigenvalues for which the incoming particle finally gets trapped. We discuss how, in such conditions, the periodic backbone gets transformed into an array of infinite quantum wells in the thermodynamic limit. We present a case here, where the wells have a hierarchically distribution of widths, hosting standing wave solutions in the thermodynamic limit. (C) 2019 Elsevier B.V. All rights reserved.						Nandy, Atanu/0000-0002-3999-0588; MUKHERJEE, AMRITA/0000-0001-9504-1902													0375-9601	1873-2429				DEC 5	2019	383	34							125987	10.1016/j.physleta.2019.125987	http://dx.doi.org/10.1016/j.physleta.2019.125987													WOS:000494883400010
J	Nánásiová, O; Pykacz, J; Valásková, L; Cipková, K				Nanasiova, Ol'ga; Pykacz, Jaroslaw; Valaskova, L'ubica; Cipkova, Karla			On Extension of Joint Distribution Functions on Quantum Logics	INTERNATIONAL JOURNAL OF THEORETICAL PHYSICS												The problem of extension of joint distribution functions (s-maps) on quantum logics is studied. Necessary and sufficient conditions for the extension of bivariate s-maps to trivariate s-maps are given. However, it is shown that these conditions are not sufficient for extending trivariate s-maps to 4-variate s-maps.					Pykacz, Jarosław/AAP-3911-2020	Cipkova, Karla/0009-0006-4891-1059; Nanasiova, Olga/0000-0002-5184-7311; Pykacz, Jaroslaw/0000-0003-2031-9580													0020-7748	1572-9575				JAN	2020	59	1					274	291		10.1007/s10773-019-04322-1	http://dx.doi.org/10.1007/s10773-019-04322-1		DEC 2019											WOS:000501160300001
J	Nikulov, AV				Nikulov, A. V.			Observation of flux qubit states with the help of a superconducting differential double contour interferometer	PHYSICS LETTERS A												The critical current of a new structure, the superconducting differential double contour interferometer (DDCI), investigated recently, depends on the parity of the sum of quantum numbers of the two superconducting loops connected in two points by two Josephson junctions. The theory confirms that the DDCI structure can be used for the ideal readout of quantum states of the flux qubit. Large jumps in the critical current and voltage enables to observe continuously the change in time the state of the flux qubit. Such observations can have fundamental importance for the investigation of macroscopic quantum systems with strongly discrete spectrum such as the flux qubit. The DDCI structure can also be used for precise measurement of a very weak magnetic field. (C) 2019 Elsevier B.V. All rights reserved.					Nikulov, Alexey/R-8975-2019	Nikulov, Alexey/0000-0002-8253-4529													0375-9601	1873-2429				DEC 5	2019	383	34							125979	10.1016/j.physleta.2019.125979	http://dx.doi.org/10.1016/j.physleta.2019.125979													WOS:000494883400007
J	Wu, YL; Chen, GD; Yu, JY; Wang, D; Ma, C; Li, C; Pennycook, SJ; Yan, YF; Wei, SH				Wu, Yelong; Chen, Guangde; Yu, Jinying; Wang, Dan; Ma, Chao; Li, Chen; Pennycook, Stephen J.; Yan, Yanfa; Wei, Su-Huai			Hole-Induced Spontaneous Mutual Annihilation of Dislocation Pairs	JOURNAL OF PHYSICAL CHEMISTRY LETTERS												Dislocations are always observed during crystal growth, and it is usually desirable to reduce the dislocation density in high-quality crystals. Here, the annihilation process of the 30 degrees Shockley partial dislocation pairs in CdTe is studied by first-principles calculations. We found that the dislocations can glide relatively easily due to the weak local bonding. Our systematic study of the slipping mechanism of the dislocations suggests that the energy barrier for the annihilation process is low. Band structure calculations reveal that the band bending caused by the charge transfer between the two dislocation cores depends on the core-core distance. A simple linear model is proposed to describe the mechanism of formation of the dislocation pair. More importantly, we demonstrate that hole injection can affect the core structure, increase the mobility, and eventually trigger a spontaneous mutual annihilation, which could be employed as a possible facile way to reduce the dislocation density.					YU, Jinying/AGY-1730-2022; Yan, Yanfa/L-3050-2018; Li, Chen/C-4019-2014; Pennycook, Stephen/AAA-1112-2019; Chen, Guangde/D-4373-2011; Wei, Suhuai/AAE-9616-2019; Wu, Yelong/G-1100-2010	Yan, Yanfa/0000-0003-3977-5789; Wei, Suhuai/0000-0003-1563-4738; Yu, Jinying/0000-0003-2636-2272; Wu, Yelong/0000-0002-4211-911X													1948-7185					DEC 5	2019	10	23					7421	7425		10.1021/acs.jpclett.9b02918	http://dx.doi.org/10.1021/acs.jpclett.9b02918								31735032					WOS:000501622700017
J	Yamashita, K; Hanasaki, K; Ando, A; Kinoshita, T				Yamashita, Kazuya; Hanasaki, Kouhei; Ando, Akihiro; Kinoshita, Toshiya			Phase coherence of a Bose-Einstein condensate in an optical antidot lattice	PHYSICAL REVIEW A												We report on the experimental investigation of the phase coherence of a Bose-Einstein condensate in an optical antidot lattice (ADL). In the ADL, a series of potential hills are arranged on a two-dimensional (2D) square lattice and crisscrossing channels with zero ac Stark shift form a 2D mesh with multiple junctions. Due to these structural features, matter wave interference released from the ADL is clearly visible even at antidot heights of the 300 times the photon recoil energy. However, phase coherence is significantly reduced at extremely tall antidot heights and atom hopping is suppressed. We explain this loss of coherence by introducing a periodic effective potential felt by the atoms on the mesh lines, which is the result of the quantization of the faster atomic motion in the orthogonal direction. This effective potential localizes atoms at the junctions, forming a bundle of tubelike gases. Using the Bose-Hubbard model, we interpret the coherence properties in terms of a 2D Josephson junction array. We have also observed the emergence of vortexlike holes after merging the tubelike gases. We discuss the effect of transverse thermal phase fluctuations and interpret the appearance of the vortexlike holes as a possible signature of the Berezinskii-Kosterlitz-Thouless crossover in the 2D lattice plane.						Kinoshita, Toshiya/0000-0003-2664-8991													2469-9926	2469-9934				DEC 5	2019	100	6							063611	10.1103/PhysRevA.100.063611	http://dx.doi.org/10.1103/PhysRevA.100.063611													WOS:000501341900012
J	Yang, SH; Liu, ZJ; Li, XT; Shao, ZC				Yang, Shihong; Liu, Zhijiang; Li, Xuetian; Shao, Zhongcai			Preparation and electrochemical properties of LiFePO<sub>4</sub>/C-Li<sub>4</sub>Ti<sub>5</sub>O<sub>12</sub> composites	IONICS												LiFePO4/C-Li4Ti5O12 composite electrode materials were synthesized by blending LiFePO4/C and Li4Ti5O12 materials then calcining at 500 degrees C for 14 h. The effects of different composite ratios on the phase structure and electrochemical properties of LiFePO4/C-Li4Ti5O12 composite cathode materials were investigated. The results showed that the structure of LiFePO4/C and Li4Ti5O12 in the composite prepared by the simple blending method did not change. XRD shows only the characteristic peaks of these two substances and no characteristic peaks of other crystal impurities. When the recombination ratio was 8:2 (LPF-8), the obtained composite material had fine particles and uniform size. The initial discharge capacity at 0.1C rate is 151.56 mAh g(-1) at the voltage of 1.0-4.2 V. After 100 cycles, the capacity retention rate was 97.3% which exhibited more outstanding electrochemical performance than samples with other composite ratios.					Yang, Shihong/AAM-2188-2020														0947-7047	1862-0760				APR	2020	26	4					1673	1680		10.1007/s11581-019-03296-8	http://dx.doi.org/10.1007/s11581-019-03296-8		DEC 2019											WOS:000500856000004
