PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	C3	RP	EM	RI	OI	FU	FP	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	DL	D2	EA	PG	WC	WE	SC	GA	PM	OA	HC	HP	DA	UT
J	Pertea, M; Kim, D; Pertea, GM; Leek, JT; Salzberg, SL				Pertea, Mihaela; Kim, Daehwan; Pertea, Geo M.; Leek, Jeffrey T.; Salzberg, Steven L.			Transcript-level expression analysis of RNA-seq experiments with HISAT, StringTie and Ballgown	NATURE PROTOCOLS												High-throughput sequencing of mRNA (RNA-seq) has become the standard method for measuring and comparing the levels of gene expression in a wide variety of species and conditions. RNA-seq experiments generate very large, complex data sets that demand fast, accurate and flexible software to reduce the raw read data to comprehensible results. HISAT (hierarchical indexing for spliced alignment of transcripts), StringTie and Ballgown are free, open-source software tools for comprehensive analysis of RNA-seq experiments. Together, they allow scientists to align reads to a genome, assemble transcripts including novel splice variants, compute the abundance of these transcripts in each sample and compare experiments to identify differentially expressed genes and transcripts. This protocol describes all the steps necessary to process a large set of raw sequencing reads and create lists of gene transcripts, expression levels, and differentially expressed genes and transcripts. The protocol's execution time depends on the computing resources, but it typically takes under 45 min of computer time. HISAT, StringTie and Ballgown are available from http://ccb.jhu.edu/software.shtml.					Pertea, Mihaela/AAT-2705-2021; Salzberg, Steven/F-6162-2011	Kim, Daehwan/0000-0003-1182-629X; Salzberg, Steven/0000-0002-8859-7432; Pertea, Mihaela/0000-0003-0762-8637													1754-2189	1750-2799				SEP	2016	11	9					1650	1667		10.1038/nprot.2016.095	http://dx.doi.org/10.1038/nprot.2016.095								27560171					WOS:000382164800007
J	Rueden, CT; Schindelin, J; Hiner, MC; DeZonia, BE; Walter, AE; Arena, ET; Eliceiri, KW				Rueden, Curtis T.; Schindelin, Johannes; Hiner, Mark C.; DeZonia, Barry E.; Walter, Alison E.; Arena, Ellen T.; Eliceiri, Kevin W.			ImageJ2: ImageJ for the next generation of scientific image data	BMC BIOINFORMATICS												Background: ImageJ is an image analysis program extensively used in the biological sciences and beyond. Due to its ease of use, recordable macro language, and extensible plug-in architecture, ImageJ enjoys contributions from non-programmers, amateur programmers, and professional developers alike. Enabling such a diversity of contributors has resulted in a large community that spans the biological and physical sciences. However, a rapidly growing user base, diverging plugin suites, and technical limitations have revealed a clear need for a concerted software engineering effort to support emerging imaging paradigms, to ensure the software's ability to handle the requirements of modern science. Results: We rewrote the entire ImageJ codebase, engineering a redesigned plugin mechanism intended to facilitate extensibility at every level, with the goal of creating a more powerful tool that continues to serve the existing community while addressing a wider range of scientific requirements. This next-generation ImageJ, called "ImageJ2" in places where the distinction matters, provides a host of new functionality. It separates concerns, fully decoupling the data model from the user interface. It emphasizes integration with external applications to maximize interoperability. Its robust new plugin framework allows everything from image formats, to scripting languages, to visualization to be extended by the community. The redesigned data model supports arbitrarily large, N-dimensional datasets, which are increasingly common in modern image acquisition. Despite the scope of these changes, backwards compatibility is maintained such that this new functionality can be seamlessly integrated with the classic ImageJ interface, allowing users and developers to migrate to these new methods at their own pace. Conclusions: Scientific imaging benefits from open-source programs that advance new method development and deployment to a diverse audience. ImageJ has continuously evolved with this idea in mind; however, new and emerging scientific requirements have posed corresponding challenges for ImageJ's development. The described improvements provide a framework engineered for flexibility, intended to support these requirements as well as accommodate future needs. Future efforts will focus on implementing new algorithms in this framework and expanding collaborations with other popular scientific software suites.					Eliceiri, Kevin/ABD-4516-2020; Eliceiri, Kevin/P-8339-2015	Eliceiri, Kevin/0000-0001-8678-670X; DEZONIA, BARRY/0000-0002-7151-8670; Hiner, Mark/0000-0001-9404-7579; Rueden, Curtis/0000-0001-7055-6707													1471-2105					NOV 29	2017	18								529	10.1186/s12859-017-1934-z	http://dx.doi.org/10.1186/s12859-017-1934-z								29187165					WOS:000416903700003
J	Wiederstein, M; Sippl, MJ				Wiederstein, Markus; Sippl, Manfred J.			ProSA-web: interactive web service for the recognition of errors in three-dimensional structures of proteins	NUCLEIC ACIDS RESEARCH												A major problem in structural biology is the recognition of errors in experimental and theoretical models of protein structures. The ProSA program (Protein Structure Analysis) is an established tool which has a large user base and is frequently employed in the refinement and validation of experimental protein structures and in structure prediction and modeling. The analysis of protein structures is generally a difficult and cumbersome exercise. The new service presented here is a straightforward and easy to use extension of the classic ProSA program which exploits the advantages of interactive web-based applications for the display of scores and energy plots that highlight potential problems spotted in protein structures. In particular, the quality scores of a protein are displayed in the context of all known protein structures and problematic parts of a structure are shown and highlighted in a 3D molecule viewer. The service specifically addresses the needs encountered in the validation of protein structures obtained from X-ray analysis, NMR spectroscopy and theoretical calculations. ProSA-web is accessible at https://prosa.services.came.sbg.ac.at.					Wiederstein, Markus/L-5453-2015	Wiederstein, Markus/0000-0002-4750-4746													0305-1048					JUL	2007	35			S			W407	W410		10.1093/nar/gkm290	http://dx.doi.org/10.1093/nar/gkm290								17517781					WOS:000255311500076
J	Eddy, SR				Eddy, Sean R.			Accelerated Profile HMM Searches	PLOS COMPUTATIONAL BIOLOGY												Profile hidden Markov models (profile HMMs) and probabilistic inference methods have made important contributions to the theory of sequence database homology search. However, practical use of profile HMM methods has been hindered by the computational expense of existing software implementations. Here I describe an acceleration heuristic for profile HMMs, the "multiple segment Viterbi" (MSV) algorithm. The MSV algorithm computes an optimal sum of multiple ungapped local alignment segments using a striped vector-parallel approach previously described for fast Smith/Waterman alignment. MSV scores follow the same statistical distribution as gapped optimal local alignment scores, allowing rapid evaluation of significance of an MSV score and thus facilitating its use as a heuristic filter. I also describe a 20-fold acceleration of the standard profile HMM Forward/Backward algorithms using a method I call "sparse rescaling". These methods are assembled in a pipeline in which high-scoring MSV hits are passed on for reanalysis with the full HMM Forward/Backward algorithm. This accelerated pipeline is implemented in the freely available HMMER3 software package. Performance benchmarks show that the use of the heuristic MSV filter sacrifices negligible sensitivity compared to unaccelerated profile HMM searches. HMMER3 is substantially more sensitive and 100- to 1000-fold faster than HMMER2. HMMER3 is now about as fast as BLAST for protein searches.						Eddy, Sean/0000-0001-6676-4706														1553-7358				OCT	2011	7	10							e1002195	10.1371/journal.pcbi.1002195	http://dx.doi.org/10.1371/journal.pcbi.1002195								22039361					WOS:000297262700026
J	Irizarry, RA; Bolstad, BM; Collin, F; Cope, LM; Hobbs, B; Speed, TP				Irizarry, RA; Bolstad, BM; Collin, F; Cope, LM; Hobbs, B; Speed, TP			Summaries of affymetrix GeneChip probe level data	NUCLEIC ACIDS RESEARCH												High density oligonucleotide array technology is widely used in many areas of biomedical research for quantitative and highly parallel measurements of gene expression. Affymetrix GeneChip arrays are the most popular. In this technology each gene is typically represented by a set of 11-20 pairs of probes. In order to obtain expression measures it is necessary to summarize the probe level data. Using two extensive spike-in studies and a dilution study, we developed a set of tools for assessing the effectiveness of expression measures. We found that the performance of the current version of the default expression measure provided by Affymetrix Microarray Suite can be significantly improved by the use of probe level summaries derived from empirically motivated statistical models. In particular, improvements in the ability to detect differentially expressed genes are demonstrated.					Irizarry, Rafael/HTN-2745-2023; Speed, Terence/B-8085-2009	Speed, Terence/0000-0002-5403-7998													0305-1048	1362-4962				FEB 15	2003	31	4							e15	10.1093/nar/gng015	http://dx.doi.org/10.1093/nar/gng015								12582260					WOS:000181115100004
J	Cox, J; Neuhauser, N; Michalski, A; Scheltema, RA; Olsen, JV; Mann, M				Cox, Juergen; Neuhauser, Nadin; Michalski, Annette; Scheltema, Richard A.; Olsen, Jesper V.; Mann, Matthias			Andromeda: A Peptide Search Engine Integrated into the MaxQuant Environment	JOURNAL OF PROTEOME RESEARCH												A key step in mass spectrometry (MS)-based proteomics is the identification of peptides in sequence databases by their fragmentation spectra. Here we describe Andromeda, a novel peptide search engine using a probabilistic scoring model. On proteome data, Andromeda performs as well as Mascot, a widely used commercial search engine, as judged by sensitivity and specificity analysis based on target decoy searches. Furthermore, it can handle data with arbitrarily high fragment mass accuracy, is able to assign and score complex patterns of post-translational modifications, such as highly phosphorylated peptides, and accommodates extremely large databases. The algorithms of Andromeda are provided. Andromeda can function independently or as an integrated search engine of the widely used MaxQuant computational proteomics platform and both are freely available at www.maxquantorg. The combination enables analysis of large data sets in a simple analysis workflow on a desktop computer. For searching individual spectra Andromeda is also accessible via a web server. We demonstrate the flexibility of the system by implementing the capability to identify cofragmented peptides, significantly improving the total number of identified peptides.					Mann, Matthias/A-3454-2013; Olsen, Jesper/HLG-7809-2023; Cox, Jurgen/B-9481-2008; Scheltema, Richard/I-3856-2016	Scheltema, Richard/0000-0002-1668-0253; Olsen, Jesper/0000-0002-4747-4938													1535-3893					APR	2011	10	4					1794	1805		10.1021/pr101065j	http://dx.doi.org/10.1021/pr101065j								21254760					WOS:000288924000033
J	Evans, P				Evans, P			Scaling and assessment of data quality	ACTA CRYSTALLOGRAPHICA SECTION D-STRUCTURAL BIOLOGY												The various physical factors affecting measured diffraction intensities are discussed, as are the scaling models which may be used to put the data on a consistent scale. After scaling, the intensities can be analysed to set the real resolution of the data set, to detect bad regions ( e. g. bad images), to analyse radiation damage and to assess the overall quality of the data set. The significance of any anomalous signal may be assessed by probability and correlation analysis. The algorithms used by the CCP4 scaling program SCALA are described. A requirement for the scaling and merging of intensities is knowledge of the Laue group and point-group symmetries: the possible symmetry of the diffraction pattern may be determined from scores such as correlation coefficients between observations which might be symmetry-related. These scoring functions are implemented in a new program POINTLESS.																			2059-7983					JAN	2006	62		1				72	82		10.1107/S0907444905036693	http://dx.doi.org/10.1107/S0907444905036693								16369096					WOS:000233925800009
J	Sastry, GM; Adzhigirey, M; Day, T; Annabhimoju, R; Sherman, W				Sastry, G. Madhavi; Adzhigirey, Matvey; Day, Tyler; Annabhimoju, Ramakrishna; Sherman, Woody			Protein and ligand preparation: parameters, protocols, and influence on virtual screening enrichments	JOURNAL OF COMPUTER-AIDED MOLECULAR DESIGN												Structure-based virtual screening plays an important role in drug discovery and complements other screening approaches. In general, protein crystal structures are prepared prior to docking in order to add hydrogen atoms, optimize hydrogen bonds, remove atomic clashes, and perform other operations that are not part of the x-ray crystal structure refinement process. In addition, ligands must be prepared to create 3-dimensional geometries, assign proper bond orders, and generate accessible tautomer and ionization states prior to virtual screening. While the prerequisite for proper system preparation is generally accepted in the field, an extensive study of the preparation steps and their effect on virtual screening enrichments has not been performed. In this work, we systematically explore each of the steps involved in preparing a system for virtual screening. We first explore a large number of parameters using the Glide validation set of 36 crystal structures and 1,000 decoys. We then apply a subset of protocols to the DUD database. We show that database enrichment is improved with proper preparation and that neglecting certain steps of the preparation process produces a systematic degradation in enrichments, which can be large for some targets. We provide examples illustrating the structural changes introduced by the preparation that impact database enrichment. While the work presented here was performed with the Protein Preparation Wizard and Glide, the insights and guidance are expected to be generalizable to structure-based virtual screening with other docking methods.					Sherman, Woody/AAF-6952-2020	Sherman, Woody/0000-0001-9079-1376													0920-654X	1573-4951				MAR	2013	27	3					221	234		10.1007/s10822-013-9644-8	http://dx.doi.org/10.1007/s10822-013-9644-8								23579614					WOS:000318411400002
J	Kanehisa, M; Goto, S; Kawashima, S; Okuno, Y; Hattori, M				Kanehisa, M; Goto, S; Kawashima, S; Okuno, Y; Hattori, M			The KEGG resource for deciphering the genome	NUCLEIC ACIDS RESEARCH												A grand challenge in the post-genomic era is a complete computer representation of the cell and the organism, which will enable computational prediction of higher-level complexity of cellular processes and organism behavior from genomic information. Toward this end we have been developing a knowledge-based approach for network prediction, which is to predict, given a complete set of genes in the genome, the protein interaction networks that are responsible for various cellular processes. KEGG at http://www.genome.ad.jp/kegg/ is the reference knowledge base that integrates current knowledge on molecular interaction networks such as pathways and complexes (PATHWAY database), information about genes and proteins generated by genome projects (GENES/SSDB/KO databases) and information about biochemical compounds and reactions (COMPOUND/GLYCAN/REACTION databases). These three types of database actually represent three graph objects, called the protein network, the gene universe and the chemical universe. New efforts are being made to abstract knowledge, both computationally and manually, about ortholog clusters in the KO (KEGG Orthology) database, and to collect and analyze carbohydrate structures in the GLYCAN database.					Kanehisa, Minoru/R-3081-2018	Kawashima, Shuichi/0000-0001-7883-3756; Hattori, Masahiro/0000-0003-1131-1261													0305-1048	1362-4962				JAN 1	2004	32				SI		D277	D280		10.1093/nar/gkh063	http://dx.doi.org/10.1093/nar/gkh063								14681412					WOS:000188079000064
J	Liberzon, A; Subramanian, A; Pinchback, R; Thorvaldsdóttir, H; Tamayo, P; Mesirov, JP				Liberzon, Arthur; Subramanian, Aravind; Pinchback, Reid; Thorvaldsdottir, Helga; Tamayo, Pablo; Mesirov, Jill P.			Molecular signatures database (MSigDB) 3.0	BIOINFORMATICS												Motivation: Well-annotated gene sets representing the universe of the biological processes are critical for meaningful and insightful interpretation of large-scale genomic data. The Molecular Signatures Database (MSigDB) is one of the most widely used repositories of such sets. Results: We report the availability of a new version of the database, MSigDB 3.0, with over 6700 gene sets, a complete revision of the collection of canonical pathways and experimental signatures from publications, enhanced annotations and upgrades to the web site.					Mesirov, Jill/AGF-7626-2022														1367-4803	1460-2059				JUN 15	2011	27	12					1739	1740		10.1093/bioinformatics/btr260	http://dx.doi.org/10.1093/bioinformatics/btr260								21546393					WOS:000291261300036
J	Buenrostro, JD; Giresi, PG; Zaba, LC; Chang, HY; Greenleaf, WJ				Buenrostro, Jason D.; Giresi, Paul G.; Zaba, Lisa C.; Chang, Howard Y.; Greenleaf, William J.			Transposition of native chromatin for fast and sensitive epigenomic profiling of open chromatin, DNA-binding proteins and nucleosome position	NATURE METHODS												We describe an assay for transposase-accessible chromatin using sequencing (ATAC-seq), based on direct in vitro transposition of sequencing adaptors into native chromatin, as a rapid and sensitive method for integrative epigenomic analysis. ATAC-seq captures open chromatin sites using a simple two-step protocol with 500-50,000 cells and reveals the interplay between genomic locations of open chromatin, DNA-binding proteins, individual nucleosomes and chromatin compaction at nucleotide resolution. We discovered classes of DNA-binding factors that strictly avoided, could tolerate or tended to overlap with nucleosomes. Using ATAC-seq maps of human CD4(+) T cells from a proband obtained on consecutive days, we demonstrated the feasibility of analyzing an individual's epigenome on a timescale compatible with clinical decision-making.					Zaba, Lisa/Q-9681-2019	Zaba, Lisa/0000-0001-9036-5465													1548-7091	1548-7105				DEC	2013	10	12					1213	+		10.1038/NMETH.2688	http://dx.doi.org/10.1038/NMETH.2688								24097267					WOS:000327698100025
J	Katoh, K; Kuma, K; Toh, H; Miyata, T				Katoh, K; Kuma, K; Toh, H; Miyata, T			MAFFT version 5: improvement in accuracy of multiple sequence alignment	NUCLEIC ACIDS RESEARCH												The accuracy of multiple sequence alignment program MAFFT has been improved. The new version (5.3) of MAFFT offers new iterative refinement options, H-INS-i, F-INS-i and G-INS-i, in which pairwise alignment information are incorporated into objective function. These new options of MAFFT showed higher accuracy than currently available methods including TCoffee version 2 and CLUSTAL W in benchmark tests consisting of alignments of >50 sequences. Like the previously available options, the new options of MAFFT can handle hundreds of sequences on a standard desktop computer. We also examined the effect of the number of homologues included in an alignment. For a multiple alignment consisting of similar to8 sequences with low similarity, the accuracy was improved (2-10 percentage points) when the sequences were aligned together with dozens of their close homologues (E-value < 10(-5)-10(-20)) collected from a database. Such improvement was generally observed for most methods, but remarkably large for the new options of MAFFT proposed here. Thus, we made a Ruby script, mafftE.rb, which aligns the input sequences together with their close homologues collected from SwissProt using NCBI-BLAST.					Katoh, Kazutaka/C-6677-2009	Katoh, Kazutaka/0000-0003-4133-8393													0305-1048	1362-4962					2005	33	2					511	518		10.1093/nar/gki198	http://dx.doi.org/10.1093/nar/gki198								15661851					WOS:000226941000019
J	Ramírez, F; Ryan, DP; Grüning, B; Bhardwaj, V; Kilpert, F; Richter, AS; Heyne, S; Dündar, F; Manke, T				Ramirez, Fidel; Ryan, Devon P.; Gruening, Bjoern; Bhardwaj, Vivek; Kilpert, Fabian; Richter, Andreas S.; Heyne, Steffen; Dundar, Friederike; Manke, Thomas			deepTools2: a next generation web server for deep-sequencing data analysis	NUCLEIC ACIDS RESEARCH												We present an update to our Galaxy-based web server for processing and visualizing deeply sequenced data. Its core tool set, deepTools, allows users to perform complete bioinformatic workflows ranging from quality controls and normalizations of aligned reads to integrative analyses, including clustering and visualization approaches. Since we first described our deepTools Galaxy server in 2014, we have implemented new solutions for many requests from the community and our users. Here, we introduce significant enhancements and new tools to further improve data visualization and interpretation. deepTools continue to be open to all users and freely available as a web service at deeptools.ie-freiburg.mpg.de. The new deepTools2 suite can be easily deployed within any Galaxy framework via the toolshed repository, and we also provide source code for command line usage under Linux and Mac OS X. A public and documented API for access to deepTools functionality is also available.					Manke, Thomas/L-9075-2019; Grüning, Björn/JOZ-0834-2023; Ramírez, Fidel/A-1480-2009; Bhardwaj, Vivek/JNR-8663-2023	Manke, Thomas/0000-0003-3702-0868; Bhardwaj, Vivek/0000-0002-5570-9338; Dundar, Friederike/0000-0002-2301-112X; Richter, Andreas S./0000-0002-4166-0991; Gruning, Bjorn/0000-0002-3079-6586; Ramirez, Fidel/0000-0002-9142-417X; Heyne, Steffen/0000-0002-9497-7538													0305-1048	1362-4962				JUL 8	2016	44	W1					W160	W165		10.1093/nar/gkw257	http://dx.doi.org/10.1093/nar/gkw257								27079975					WOS:000379786800027
J	Li, JH; Liu, S; Zhou, H; Qu, LH; Yang, JH				Li, Jun-Hao; Liu, Shun; Zhou, Hui; Qu, Liang-Hu; Yang, Jian-Hua			starBase v2.0: decoding miRNA-ceRNA, miRNA-ncRNA and protein-RNA interaction networks from large-scale CLIP-Seq data	NUCLEIC ACIDS RESEARCH												Although microRNAs (miRNAs), other non-coding RNAs (ncRNAs) (e.g. lncRNAs, pseudogenes and circRNAs) and competing endogenous RNAs (ceRNAs) have been implicated in cell-fate determination and in various human diseases, surprisingly little is known about the regulatory interaction networks among the multiple classes of RNAs. In this study, we developed starBase v2.0 (http://starbase.sysu.edu.cn/) to systematically identify the RNA-RNA and protein-RNA interaction networks from 108 CLIP-Seq (PAR-CLIP, HITS-CLIP, iCLIP, CLASH) data sets generated by 37 independent studies. By analyzing millions of RNA-binding protein binding sites, we identified similar to 9000 miRNA-circRNA, 16 000 miRNA-pseudogene and 285 000 protein-RNA regulatory relationships. Moreover, starBase v2.0 has been updated to provide the most comprehensive CLIP-Seq experimentally supported miRNA-mRNA and miRNA-lncRNA interaction networks to date. We identified similar to 10 000 ceRNA pairs from CLIP-supported miRNA target sites. By combining 13 functional genomic annotations, we developed miRFunction and ceRNAFunction web servers to predict the function of miRNAs and other ncRNAs from the miRNA-mediated regulatory networks. Finally, we developed interactive web implementations to provide visualization, analysis and downloading of the aforementioned large-scale data sets. This study will greatly expand our understanding of ncRNA functions and their coordinated regulatory networks.					Li, Junhao/AAI-2570-2019; Yang, JianHua/A-5330-2011; Liu, Shun/GVU-7708-2022	Li, Junhao/0000-0001-6784-3780; Zhou, Hui/0000-0001-9157-3792; Yang, Jianhua/0000-0003-3863-2786; Qu, Liang-Hu/0000-0003-3657-2863; Liu, Shun/0000-0001-8850-9079													0305-1048	1362-4962				JAN	2014	42	D1					D92	D97		10.1093/nar/gkt1248	http://dx.doi.org/10.1093/nar/gkt1248								24297251					WOS:000331139800015
J	Zhang, B; Horvath, S				Zhang, Bin; Horvath, Steve			A general framework for weighted gene co-expression network analysis	STATISTICAL APPLICATIONS IN GENETICS AND MOLECULAR BIOLOGY												Gene co-expression networks are increasingly used to explore the system-level functionality of genes. The network construction is conceptually straightforward: nodes represent genes and nodes are connected if the corresponding genes are significantly co-expressed across appropriately chosen tissue samples. In reality, it is tricky to define the connections between the nodes in such networks. An important question is whether it is biologically meaningful to encode gene co-expression using binary information (connected=1, unconnected=0). We describe a general framework for 'soft' thresholding that assigns a connection weight to each gene pair. This leads us to define the notion of a weighted gene co-expression network. For soft thresholding we propose several adjacency functions that convert the co-expression measure to a connection weight. For determining the parameters of the adjacency function, we propose a biologically motivated criterion (referred to as the scale-free topology criterion). We generalize the following important network concepts to the case of weighted networks. First, we introduce several node connectivity measures and provide empirical evidence that they can be important for predicting the biological significance of a gene. Second, we provide theoretical and empirical evidence that the 'weighted' topological overlap measure ( used to define gene modules) leads to more cohesive modules than its 'unweighted' counterpart. Third, we generalize the clustering coefficient to weighted networks. Unlike the unweighted clustering coefficient, the weighted clustering coefficient is not inversely related to the connectivity. We provide a model that shows how an inverse relationship between clustering coefficient and connectivity arises from hard thresholding. We apply our methods to simulated data, a cancer microarray data set, and a yeast microarray data set.																			2194-6302	1544-6115					2005	4								17	10.2202/1544-6115.1128	http://dx.doi.org/10.2202/1544-6115.1128													WOS:000238478100021
J	Yamauchi, T; Kamon, J; Waki, H; Terauchi, Y; Kubota, N; Hara, K; Mori, Y; Ide, T; Murakami, K; Tsuboyama-Kasaoka, N; Ezaki, O; Akanuma, Y; Gavrilova, O; Vinson, C; Reitman, ML; Kagechika, H; Shudo, K; Yoda, M; Nakano, Y; Tobe, K; Nagai, R; Kimura, S; Tomita, M; Froguel, P; Kadowaki, T				Yamauchi, T; Kamon, J; Waki, H; Terauchi, Y; Kubota, N; Hara, K; Mori, Y; Ide, T; Murakami, K; Tsuboyama-Kasaoka, N; Ezaki, O; Akanuma, Y; Gavrilova, O; Vinson, C; Reitman, ML; Kagechika, H; Shudo, K; Yoda, M; Nakano, Y; Tobe, K; Nagai, R; Kimura, S; Tomita, M; Froguel, P; Kadowaki, T			The fat-derived hormone adiponectin reverses insulin resistance associated with both lipoatrophy and obesity	NATURE MEDICINE												Adiponectin is an adipocyte-derived hormone. Recent genome-wide scans have mapped a susceptibility locus for type 2 diabetes and metabolic syndrome to chromosome 3q27, where the gene encoding adiponectin is located. Here we show that decreased expression of adiponectin correlates with insulin resistance in mouse models of altered insulin sensitivity. Adiponectin decreases insulin resistance by decreasing triglyceride content in muscle and liver in obese mice. This effect results from increased expression of molecules involved in both fatty-acid combustion and energy dissipation in muscle. Moreover, insulin resistance in lipoatrophic mice was completely reversed by the combination of physiological doses of adiponectin and leptin, but only partially by either adiponectin or leptin alone. We conclude that decreased adiponectin is implicated in the development of insulin resistance in mouse models of both obesity and lipoatrophy. These data also indicate that the replenishment of adiponectin might provide a novel treatment modality for insulin resistance and type 2 diabetes.					Reitman, Marc/B-4448-2013; Shudo, Kazuyuki/CAH-5547-2022; Waki, Hironori/AAE-3942-2020; Kubota, Naoto/N-7892-2015; Terauchi, Yasuo/AAO-4347-2020; Froguel, Philippe/O-6799-2017	Froguel, Philippe/0000-0003-2972-0784; Waki, Hironori/0000-0002-5302-9793; Reitman, Marc/0000-0002-0426-9475; Kagechika, Hiroyuki/0000-0002-6747-1013													1078-8956	1546-170X				AUG	2001	7	8					941	946		10.1038/90984	http://dx.doi.org/10.1038/90984								11479627					WOS:000171740400032
J	Kozomara, A; Griffiths-Jones, S				Kozomara, Ana; Griffiths-Jones, Sam			miRBase: annotating high confidence microRNAs using deep sequencing data	NUCLEIC ACIDS RESEARCH												We describe an update of the miRBase database (http://www.mirbase.org/), the primary microRNA sequence repository. The latest miRBase release (v20, June 2013) contains 24 521 microRNA loci from 206 species, processed to produce 30 424 mature microRNA products. The rate of deposition of novel microRNAs and the number of researchers involved in their discovery continue to increase, driven largely by small RNA deep sequencing experiments. In the face of these increases, and a range of microRNA annotation methods and criteria, maintaining the quality of the microRNA sequence data set is a significant challenge. Here, we describe recent developments of the miRBase database to address this issue. In particular, we describe the collation and use of deep sequencing data sets to assign levels of confidence to miRBase entries. We now provide a high confidence subset of miRBase entries, based on the pattern of mapped reads. The high confidence microRNA data set is available alongside the complete microRNA collection at http://www.mirbase.org/. We also describe embedding microRNA-specific Wikipedia pages on the miRBase website to encourage the microRNA community to contribute and share textual and functional information.					Griffiths-Jones, Sam/H-2998-2014	Griffiths-Jones, Sam/0000-0001-6043-807X													0305-1048	1362-4962				JAN	2014	42	D1					D68	D73		10.1093/nar/gkt1181	http://dx.doi.org/10.1093/nar/gkt1181								24275495					WOS:000331139800011
J	Derrien, T; Johnson, R; Bussotti, G; Tanzer, A; Djebali, S; Tilgner, H; Guernec, G; Martin, D; Merkel, A; Knowles, DG; Lagarde, J; Veeravalli, L; Ruan, XA; Ruan, YJ; Lassmann, T; Carninci, P; Brown, JB; Lipovich, L; Gonzalez, JM; Thomas, M; Davis, CA; Shiekhattar, R; Gingeras, TR; Hubbard, TJ; Notredame, C; Harrow, J; Guigó, R				Derrien, Thomas; Johnson, Rory; Bussotti, Giovanni; Tanzer, Andrea; Djebali, Sarah; Tilgner, Hagen; Guernec, Gregory; Martin, David; Merkel, Angelika; Knowles, David G.; Lagarde, Julien; Veeravalli, Lavanya; Ruan, Xiaoan; Ruan, Yijun; Lassmann, Timo; Carninci, Piero; Brown, James B.; Lipovich, Leonard; Gonzalez, Jose M.; Thomas, Mark; Davis, Carrie A.; Shiekhattar, Ramin; Gingeras, Thomas R.; Hubbard, Tim J.; Notredame, Cedric; Harrow, Jennifer; Guigo, Roderic			The GENCODE v7 catalog of human long noncoding RNAs: Analysis of their gene structure, evolution, and expression	GENOME RESEARCH												The human genome contains many thousands of long noncoding RNAs (IncRNAs). While several studies have demonstrated compelling biological and disease roles for individual examples, analytical and experimental approaches to investigate these genes have been hampered by the lack of comprehensive IncRNA annotation. Here, we present and analyze the most complete human IncRNA annotation to date, produced by the GENCODE consortium within the framework of the ENCODE project and comprising 9277 manually annotated genes producing 14,880 transcripts. Our analyses indicate that IncRNAs are generated through pathways similar to that of protein-coding genes, with similar histone-modification profiles, splicing signals, and exon /intron lengths. In contrast to protein-coding genes, however, IncRNAs display a striking bias toward two-exon transcripts, they are predominantly localized in the chromatin and nucleus, and a fraction appear to be preferentially processed into small RNAs. They are under stronger selective pressure than neutrally evolving sequences-particularly in their promoter regions, which display levels of selection comparable to protein-coding genes. Importantly, about one-third seem to have arisen within the primate lineage. Comprehensive analysis of their expression in multiple human organs and brain regions shows that IncRNAs are generally lower expressed than protein-coding genes, and display more tissue-specific expression patterns, with a large fraction of tissue-specific IncRNAs expressed in the brain. Expression correlation analysis indicates that IncRNAs show particularly striking positive correlation with the expression of antisense coding genes. This GENCODE annotation represents a valuable resource for future studies of IncRNAs.					Lassmann, Timo/HCH-4313-2022; Tanzer, Andrea/AAY-5431-2021; Derrien, Thomas/ABD-6197-2020; Brown, James/H-2971-2015; Gingeras, Thomas/AEY-6940-2022; Gonzalez, Juan/L-5561-2015; Johnson, Rory/ABE-2503-2021; Lagarde, Julien/AAI-1686-2020; carninci, piero/K-1568-2014; Lipovich, Leonard/B-2355-2019; Guigo, Roderic/D-1303-2010; Hubbard, Tim @timjph/C-2567-2008; Bussotti, Giovanni/C-3082-2019; notredame, cedric/G-3868-2010; Tanzer, Andrea/L-3147-2015; Lassmann, Timo/A-8271-2008	Gonzalez, Jose M/0000-0001-5569-0705; Johnson, Rory/0000-0003-4607-2782; Lagarde, Julien/0000-0002-0290-7445; Thomas, Mark/0000-0001-7267-6884; carninci, piero/0000-0001-7202-7243; Lipovich, Leonard/0000-0002-0531-3570; Harrow, Jennifer/0000-0003-0338-3070; Guigo, Roderic/0000-0002-5738-4477; Gingeras, Thomas/0000-0001-9106-3573; Hubbard, Tim @timjph/0000-0002-1767-9318; Bussotti, Giovanni/0000-0002-4078-7413; Djebali, Sarah/0000-0002-0599-1267; Tilgner, Hagen U/0000-0002-7058-3606; Derrien, Thomas/0000-0002-8211-5789; notredame, cedric/0000-0003-1461-0988; Tanzer, Andrea/0000-0003-2873-4236; Merkel, Angelika/0000-0001-5164-6803; Lassmann, Timo/0000-0002-0138-2691													1088-9051	1549-5469				SEP	2012	22	9			SI		1775	1789		10.1101/gr.132159.111	http://dx.doi.org/10.1101/gr.132159.111								22955988					WOS:000308272800018
