PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	C3	RP	EM	RI	OI	FU	FP	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	DL	D2	EA	PG	WC	WE	SC	GA	PM	OA	HC	HP	DA	UT
J	Bao, QL; Zhang, H; Wang, Y; Ni, ZH; Yan, YL; Shen, ZX; Loh, KP; Tang, DY				Bao, Qiaoliang; Zhang, Han; Wang, Yu; Ni, Zhenhua; Yan, Yongli; Shen, Ze Xiang; Loh, Kian Ping; Tang, Ding Yuan			Atomic-Layer Graphene as a Saturable Absorber for Ultrafast Pulsed Lasers	ADVANCED FUNCTIONAL MATERIALS												The optical conductance of monolayer graphene is defined solely by the fine structure constant, alpha = e(2)/(h) over bar hc (where e is the electron charge, (h) over bar is Dirac's constant and c is the speed of light). The absorbance has been predicted to be independent of frequency. In principle, the interband optical absorbtion in zero-gap graphene could be saturated readily under strong excitation due to Pauli blocking. Here, use of atomic layer graphene as saturable absorber in a mode-locked fiber laser for the generation of ultrashort soliton pulses (756 fs) at the telecommunication band is demonstrated. The modulation depth can be tuned in a wide range from 66.5% to 6.2% by varying the graphene thickness. These results suggest that ultrathin graphene films are potentially useful as optical elements in fiber lasers. Graphene as a laser mode locker can have many merits such as lower saturation intensity, ultrafast recovery time, tunable modulation depth, and wideband tunability.					Tang, Dingyuan/A-5065-2011; zhang, han/I-8297-2015; Bao, Qiaoliang/A-6383-2009; Loh, Kian Ping/M-3122-2016; Shen, Zexiang/B-6988-2011; Wang, Yu/D-8849-2011; Ni, Zhenhua/E-7053-2011	Bao, Qiaoliang/0000-0002-6971-789X; Loh, Kian Ping/0000-0002-1491-743X; Shen, Zexiang/0000-0001-7432-7936; Wang, Yu/0000-0002-3883-5578; Ni, Zhenhua/0000-0002-6316-2256													1616-301X	1616-3028				OCT 9	2009	19	19					3077	3083		10.1002/adfm.200901007	http://dx.doi.org/10.1002/adfm.200901007													WOS:000271132700007
J	Cossi, M; Scalmani, G; Rega, N; Barone, V				Cossi, M; Scalmani, G; Rega, N; Barone, V			New developments in the polarizable continuum model for quantum mechanical and classical calculations on molecules in solution	JOURNAL OF CHEMICAL PHYSICS												The polarizable continuum model (PCM), used for the calculation of molecular energies, structures, and properties in liquid solution has been deeply revised, in order to extend its range of applications and to improve its accuracy. The main changes effect the definition of solute cavities, of solvation charges and of the PCM operator added to the molecular Hamiltonian, as well as the calculation of energy gradients, to be used in geometry optimizations. The procedure can be equally applied to quantum mechanical and to classical calculations; as shown also with a number of numerical tests, this PCM formulation is very efficient and reliable. It can also be applied to very large solutes, since all the bottlenecks have been eliminated to obtain a procedure whose time and memory requirements scale linearly with solute size. The present procedure can be used to compute solvent effects at a number of different levels of theory on almost all the chemical systems which can be studied in vacuo. (C) 2002 American Institute of Physics.					Scalmani, Giovanni/B-8966-2011; Barone, Vincenzo/C-7344-2008; REGA, Nadia/C-3671-2008	REGA, Nadia/0000-0002-2983-766X; Cossi, Maurizio/0000-0002-1817-9008													0021-9606	1089-7690				JUL 1	2002	117	1					43	54		10.1063/1.1480445	http://dx.doi.org/10.1063/1.1480445													WOS:000176275700007
J	Song, L; Ci, LJ; Lu, H; Sorokin, PB; Jin, CH; Ni, J; Kvashnin, AG; Kvashnin, DG; Lou, J; Yakobson, BI; Ajayan, PM				Song, Li; Ci, Lijie; Lu, Hao; Sorokin, Pavel B.; Jin, Chuanhong; Ni, Jie; Kvashnin, Alexander G.; Kvashnin, Dmitry G.; Lou, Jun; Yakobson, Boris I.; Ajayan, Pulickel M.			Large Scale Growth and Characterization of Atomic Hexagonal Boron Nitride Layers	NANO LETTERS												Hexagonal boron nitride (h-BN), a layered material similar to graphite, is a promising dielectric. Monolayer h-BN, so-called "white graphene", has been isolated from bulk BN and could be useful as a complementary two-dimensional dielectric substrate for graphene electronics. Here we report the large area synthesis of h-BN Films consisting of two to five atomic layers, using chemical vapor deposition. These atomic films show a large optical energy band gap of 5.5 eV and are highly transparent over a broad wavelength range. The mechanical properties of the h-BN films, measured by nanoincientation, show 2D elastic modulus in the range of 200-500 N/m, which is corroborated by corresponding theoretical calculations.					Yakobson, Boris/ABA-3897-2020; Kvashnin, Alexander/AAH-6941-2020; Ci, Lijie/E-3485-2014; Lou, Jun/HRC-5651-2023; Jin, Chuanhong/I-6460-2015; Sorokin, Pavel/C-9749-2011; Song, Li/B-1950-2010; Kvashnin, Dmitry/O-2435-2013; Kvashnin, Alexander/A-1825-2014	Jin, Chuanhong/0000-0001-8845-5664; Sorokin, Pavel/0000-0001-5248-1799; Ci, Lijie/0000-0002-1759-105X; Lou, Jun/0000-0002-4351-9561; Song, Li/0000-0003-0585-8519; Kvashnin, Dmitry/0000-0003-3320-6657; Kvashnin, Alexander/0000-0002-0718-6691													1530-6984	1530-6992				AUG	2010	10	8					3209	3215		10.1021/nl1022139	http://dx.doi.org/10.1021/nl1022139								20698639					WOS:000280728900080
J	Li, GX; Li, YL; Liu, HB; Guo, YB; Li, YJ; Zhu, DB				Li, Guoxing; Li, Yuliang; Liu, Huibiao; Guo, Yanbing; Li, Yongjun; Zhu, Daoben			Architecture of graphdiyne nanoscale films	CHEMICAL COMMUNICATIONS												We have demonstrated a methodology to generate large area graphdiyne films with 3.61 cm(2) on the surface of copper via a cross-coupling reaction using hexaethynylbenzene. The device based on graphdiyne films for measurement of electrical property is fabricated and shows conductivity of 2.516 x 10(-4) S m(-1) indicating a semiconductor property.					Guo, Yanbing/F-6082-2013; Li, Guoxin/JVD-9877-2024; Zhu, Daoben/ABF-5852-2021; Liu, Huibiao/H-3208-2011; LI, Yuliang/AAR-8943-2021	liu, hui biao/0000-0002-9017-6872; Li, Guoxing/0000-0002-4384-7063													1359-7345						2010	46	19					3256	3258		10.1039/b922733d	http://dx.doi.org/10.1039/b922733d								20442882					WOS:000277318000004
J	Xie, JP; Zheng, YG; Ying, JY				Xie, Jianping; Zheng, Yuangang; Ying, Jackie Y.			Protein-Directed Synthesis of Highly Fluorescent Gold Nanoclusters	JOURNAL OF THE AMERICAN CHEMICAL SOCIETY												A simple, one-pot, "green" synthetic route, based on the "biomineralization" capability of a common commercially available protein, bovine serum albumin (BSA), has been developed for the preparation of highly stable Au nanocrystals (NCs) with red emission and high quantum yield.					Xie, Jianping/C-6211-2008; Ying, Jackie/A-8402-2012	Xie, Jianping/0000-0002-3254-5799; Ying, Jackie/0000-0001-6938-2113													0002-7863	1520-5126				JAN 28	2009	131	3					888	+		10.1021/ja806804u	http://dx.doi.org/10.1021/ja806804u								19123810					WOS:000264791600008
J	Sheng, ZH; Shao, L; Chen, JJ; Bao, WJ; Wang, FB; Xia, XH				Sheng, Zhen-Huan; Shao, Lin; Chen, Jing-Jing; Bao, Wen-Jing; Wang, Feng-Bin; Xia, Xing-Hua			Catalyst-Free Synthesis of Nitrogen-Doped Graphene <i>via</i> Thermal Annealing Graphite Oxide with Melamine and Its Excellent Electrocatalysis	ACS NANO												The electronic and chemical properties of graphene can be modulated by chemical doping foreign atoms and functional moieties. The general approach to the synthesis of nitrogen-doped graphene (NG), such as chemical vapor deposition (CVD) performed in gas phases, requires transitional metal catalysts which could contaminate the resultant products and thus affect their properties. In this paper, we propose a facile, catalyst-free thermal annealing approach for large-scale synthesis of NG using low-cost Industrial material melamine as the nitrogen source. This approach can completely, avoid the contamination of transition metal catalysts, and thus the intrinsic catalytic performance of pure NGs can be investigated. Detailed X-ray photoelectron spectrum analysis of the resultant products shows that the atomic percentage of nitrogen In doped graphene samples can be adjusted up to 10.1%. Such a high doping level has not been reported previously. High-resolution N1s spectra reveal that the as-made NG mainly contains pyridine-like nitrogen atoms. Electrochemical characterizations clearly demonstrate excellent electrocatalytic activity of NG toward die oxygen reduction reaction (ORR) In alkaline electrolytes, which is Independent of nitrogen doping level. The present catalyst-free approach opens up the possibility for the synthesis of NG in gram-scale for electronic devices and cathodic materials for fuel cells and biosensors.					Bao, Wenjing/JPA-3273-2023; chen, JJ/HGB-6029-2022														1936-0851	1936-086X				JUN	2011	5	6					4350	4358		10.1021/nn103584t	http://dx.doi.org/10.1021/nn103584t								21574601					WOS:000292055200015
J	Li, HT; Kang, ZH; Liu, Y; Lee, ST				Li, Haitao; Kang, Zhenhui; Liu, Yang; Lee, Shuit-Tong			Carbon nanodots: synthesis, properties and applications	JOURNAL OF MATERIALS CHEMISTRY												Carbon nanodots (C-dots) have generated enormous excitement because of their superiority in water solubility, chemical inertness, low toxicity, ease of functionalization and resistance to photobleaching. In this review, by introducing the synthesis and photo- and electron-properties of C-dots, we hope to provide further insight into their controversial emission origin (particularly the upconverted photoluminescence) and to stimulate further research into their potential applications, especially in photocatalysis, energy conversion, optoelectronics, and sensing.					Kang, Zhenhui/CAE-9105-2022; Lee, Shuit-Tong/Q-7552-2018; Liu, Yangzhong/D-5363-2009	Liu, Yang/0000-0002-6872-6815													0959-9428	1364-5501				DEC 14	2012	22	46					24230	24253		10.1039/c2jm34690g	http://dx.doi.org/10.1039/c2jm34690g													WOS:000311522600006
J	Scrosati, B; Hassoun, J; Sun, YK				Scrosati, Bruno; Hassoun, Jusef; Sun, Yang-Kook			Lithium-ion batteries. A look into the future	ENERGY & ENVIRONMENTAL SCIENCE												A critical overview of the latest developments in the lithium ion batteries technology is reported. We first describe the evolution in the electrolyte area with particular attention to ionic liquids, discussing the expected application of these room temperature molten salts and listing the issues that still prevent their practical implementation. The attention is then focused on the electrode materials presently considered the most promising for enhancing the energy density of the batteries. At the anode side a discussion is provided on the status of development of high capacity tin and silicon lithium alloys. We show that the morphology that is the most likely to ensure commercial exploitation of these alloy electrodes is that involving carbon-based nanocomposites. We finally touch on super-high-capacity batteries, discussing the key cases of lithium-sulfur and lithium-air and attempting to forecast their chances to eventually reach the status of practically appealing energy storage systems. We conclude with a brief reflection on the amount of lithium reserves in view of its large use in the case of global conversion from gasoline-powered cars to hybrid and electric cars.					Sun, Yang-Kook/B-9157-2013; Hassoun, Jusef/J-9951-2017; Scrosati, Bruno/C-7768-2014	Sun, Yang-Kook/0000-0002-0117-0170; Hassoun, Jusef/0000-0002-8218-5680													1754-5692	1754-5706				SEP	2011	4	9					3287	3295		10.1039/c1ee01388b	http://dx.doi.org/10.1039/c1ee01388b													WOS:000294306900013
J	Wu, ZS; Ren, WC; Wen, L; Gao, LB; Zhao, JP; Chen, ZP; Zhou, GM; Li, F; Cheng, HM				Wu, Zhong-Shuai; Ren, Wencai; Wen, Lei; Gao, Libo; Zhao, Jinping; Chen, Zongping; Zhou, Guangmin; Li, Feng; Cheng, Hui-Ming			Graphene Anchored with Co<sub>3</sub>O<sub>4</sub> Nanoparticles as Anode of Lithium Ion Batteries with Enhanced Reversible Capacity and Cyclic Performance	ACS NANO												We report a facile strategy to synthesize the nanocomposite of Co3O4 nanoparticles anchored on conducting graphene as an advanced anode material for high-performance lithium-ion batteries. The Co3O4 nanoparticles obtained are 10-30 nm in size and homogeneously anchor on graphene sheets as spacers to keep the neighboring sheets separated. This Co3O4/graphene nanocomposite displays superior Li-battery performance with large reversible capacity, excellent cyclic performance, and good rate capability, highlighting the importance of the anchoring of nanopartides on graphene sheets for maximum utilization of electrochemically active Co3O4 nanopartides and graphene for energy storage applications in high-performance lithium-ion batteries.					Li, Feng/C-9991-2010; Cheng, Hui-Ming/B-8682-2012; Zhou, Guangmin/ABE-6563-2020; Ren, Wencai/O-8444-2014; Gao, Libo/G-5928-2015; Chen, Zongping/G-6679-2012; Wu, Zhong-Shuai/F-1978-2014	Cheng, Hui-Ming/0000-0002-5387-4241; Gao, Libo/0000-0002-7822-9812; Chen, Zongping/0000-0001-7760-8821; Wu, Zhong-Shuai/0000-0003-1851-4803													1936-0851	1936-086X				JUN	2010	4	6					3187	3194		10.1021/nn100740x	http://dx.doi.org/10.1021/nn100740x								20455594					WOS:000278888600030
J	Cygan, RT; Liang, JJ; Kalinichev, AG				Cygan, RT; Liang, JJ; Kalinichev, AG			Molecular models of hydroxide, oxyhydroxide, and clay phases and the development of a general force field	JOURNAL OF PHYSICAL CHEMISTRY B												The fate of chemical and radioactive wastes in the environment is related to the ability of natural phases to attenuate and immobilize contaminants through chemical sorption and precipitation processes. Our understanding of these complex processes at the atomic level is provided by a few experimental and analytical methods such as X-ray absorption and NMR spectroscopies. However, due to complexities in the structure and composition of clay and other hydrated minerals, and the inherent uncertainties of the experimental methods, it is important to apply theoretical molecular models for a fundamental atomic-level understanding, interpretation, and prediction of these phenomena. In this effort, we have developed a general force field, CLAYFF, suitable for the simulation of hydrated and multicomponent mineral systems and their interfaces with aqueous solutions. Interatomic potentials were derived from parametrizations incorporating structural and spectroscopic data for a variety of simple hydrated compounds. A flexible SPC-based water model is used to describe the water and hydroxyl behavior. Metal-oxygen interactions are described by a Lennard-Jones function and a Coulombic term with partial charges derived by Mulliken and ESP analysis of DFT results. Bulk structures, relaxed surface structures, and intercalation processes are evaluated and compared to experimental and spectroscopic findings for validation. Our approach differs from most others in that we treat most interatomic interactions as nonbonded. This allows us to effectively use the force field for a wide variety of phases and to properly account for energy and momentum transfer between the fluid phase and the solid, while keeping the number of parameters small enough to allow modeling of relatively large and highly disordered systems. Simulations of clay, hydroxide, and oxyhydroxide phases and their interfaces with aqueous solutions combine energy minimization and molecular dynamics methods to describe the structure and behavior of water, hydroxyl, surface species, and intercalates in these systems. The results obtained to date demonstrate that CLAYFF shows good promise to evolve into a widely adaptable and broadly effective force field for molecular simulations of fluid interfaces with clays and other clay-related phases, as well as other inorganic materials characterized by complex, disordered, and often ill-determined structure and composition.					Cygan, Randall/AAG-9344-2019; Kalinichev, Andrey/B-4519-2008	Cygan, Randall T./0000-0003-1262-6177; Kalinichev, Andrey/0000-0003-0743-4242													1520-6106	1520-5207				JAN 29	2004	108	4					1255	1266		10.1021/jp0363287	http://dx.doi.org/10.1021/jp0363287													WOS:000188535700014
J	Li, HT; He, XD; Kang, ZH; Huang, H; Liu, Y; Liu, JL; Lian, SY; Tsang, CHA; Yang, XB; Lee, ST				Li, Haitao; He, Xiaodie; Kang, Zhenhui; Huang, Hui; Liu, Yang; Liu, Jinglin; Lian, Suoyuan; Tsang, Chi Him A.; Yang, Xiaobao; Lee, Shuit-Tong			Water-Soluble Fluorescent Carbon Quantum Dots and Photocatalyst Design	ANGEWANDTE CHEMIE-INTERNATIONAL EDITION																	Kang, Zhenhui/CAE-9105-2022; Li, Haitao/KAM-2777-2024; Lee, Shuit-Tong/Q-7552-2018; lian, suoyuan/C-9461-2009; Liu, Jing-Lin/P-9835-2017; Yang, Xiao-Bao/Q-3607-2019; Liu, Yangzhong/D-5363-2009	Liu, Yang/0000-0002-6872-6815; lian, suoyuan/0000-0002-1198-6114; Tsang, Alpha Chi Him/0000-0002-9422-9871													1433-7851						2010	49	26					4430	4434		10.1002/anie.200906154	http://dx.doi.org/10.1002/anie.200906154								20461744					WOS:000279219600013
J	Merrick, JP; Moran, D; Radom, L				Merrick, Jeffrey P.; Moran, Damian; Radom, Leo			An evaluation of harmonic vibrational frequency scale factors	JOURNAL OF PHYSICAL CHEMISTRY A												Scale factors for obtaining fundamental vibrational frequencies, low-frequency vibrational frequencies, zero-point vibrational energies (ZPVEs), and thermal contributions to enthalpy and entropy have been derived through a least-squares approach from harmonic frequencies determined at more than 100 levels of theory. Wave function procedures (HF, MP2, QCISD, QCISD(T), CCSD, and CCSD(T)) and a large and representative range of density functional theory (DFT) approaches (B3-LYP, BMK, EDF2, M05-2X, MPWBIK, O3-LYP, PBE, TPSS, etc.) have been examined in conjunction with basis sets such as 6-31G(d), 6-31+G(d,p), 6-31G(2df,p), 6-311 +G(d,p), and 6-311 +G(2df,p). The vibrational frequency scale factors were determined by a comparison of theoretical harmonic frequencies with the corresponding experimental fundamentals utilizing a standard set of 1066 individual vibrations. ZPVE scale factors were generally obtained from a comparison of the computed ZPVEs with experimental ZPVEs for a smaller standard set of 39 molecules, though the effect of expansion to a 48 molecule data set was also examined. In addition to evaluating the scale factors for a wide range of levels of theory, we have also probed the effect on scale factors of varying the percentage of incorporated exact exchange in hybrid DFT calculations using a modified B3-LYP functional. This has revealed a near-linear relationship between the magnitude of the scale factor and the proportion of exact exchange. Finally, we have investigated the effect of basis set size on HF, MP2, B3-LYP, and BMK scale factors by deriving values with basis sets ranging from 6-31G(d) up to 6-311++G(3df,3pd) as well as with basis sets in the cc-pVnZ and aug-cc-pVnZ series and with the TZV2P basis.						Radom, Leo/0000-0001-8249-1314; Moran, Damian/0000-0002-8316-8823													1089-5639	1520-5215				NOV 15	2007	111	45					11683	11700		10.1021/jp073974n	http://dx.doi.org/10.1021/jp073974n								17948971					WOS:000250809400036
J	Voiry, D; Yamaguchi, H; Li, JW; Silva, R; Alves, DCB; Fujita, T; Chen, MW; Asefa, T; Shenoy, VB; Eda, G; Chhowalla, M				Voiry, Damien; Yamaguchi, Hisato; Li, Junwen; Silva, Rafael; Alves, Diego C. B.; Fujita, Takeshi; Chen, Mingwei; Asefa, Tewodros; Shenoy, Vivek B.; Eda, Goki; Chhowalla, Manish			Enhanced catalytic activity in strained chemically exfoliated WS<sub>2</sub> nanosheets for hydrogen evolution	NATURE MATERIALS												Efficient evolution of hydrogen through electrocatalysis at low overpotentials holds tremendous promise for clean energy. Hydrogen evolution can be easily achieved by electrolysis at large potentials that can be lowered with expensive platinum-based catalysts. Replacement of Pt with inexpensive, earth-abundant electrocatalysts would be significantly beneficial for clean and efficient hydrogen evolution. To this end, promising results have been reported using 2H (trigonal prismatic) XS2 (where X = Mo or W) nanoparticles with a high concentration of metallic edges. The key challenges for XS2 are increasing the number and catalytic activity of active sites. Here we report monolayered nanosheets of chemically exfoliated WS2 as efficient catalysts for hydrogen evolution with very low overpotentials. Analyses indicate that the enhanced electrocatalytic activity of WS2 is associated with the high concentration of the strained metallic 1T (octahedral) phase in the as-exfoliated nanosheets. Our results suggest that chemically exfoliated WS2 nanosheets are interesting catalysts for hydrogen evolution.					Li, Junwen/C-9032-2015; Fujita, Takeshi/B-1867-2009; Asefa, Tewodros/Q-2957-2018; Eda, Goki/G-1511-2012; Shenoy, Vivek/ABD-5075-2021; Yamaguchi, Hisato/C-5571-2008; Chhowalla, Manish/ACI-6904-2022; CHEN, Mingwei/A-4855-2010; Alves, Diego/K-4674-2012; Voiry, Damien/G-3541-2016; Silva, Rafael/N-1173-2013; Chen, Mingwei/A-4855-2010	CHEN, Mingwei/0000-0002-8274-3099; Alves, Diego/0000-0002-9235-1670; Fujita, Takeshi/0000-0002-2318-0433; Voiry, Damien/0000-0002-1664-2839; Silva, Rafael/0000-0002-1591-3772; Chen, Mingwei/0000-0002-2850-8872; Li, Junwen/0000-0003-3682-6616													1476-1122	1476-4660				SEP	2013	12	9					850	855		10.1038/NMAT3700	http://dx.doi.org/10.1038/NMAT3700								23832127					WOS:000323417600023
J	Koppens, FHL; Chang, DE; de Abajo, FJG				Koppens, Frank H. L.; Chang, Darrick E.; Javier Garcia de Abajo, F.			Graphene Plasmonics: A Platform for Strong Light-Matter Interactions	NANO LETTERS												Graphene plasmons provide a suitable alternative to noble-metal plasmons because they exhibit much tighter confinement and relatively long propagation distances, with the advantage of being highly tunable via electrostatic gating. Here, we propose to use graphene plasmons as a platform for strongly enhanced light-matter interactions. Specifically, we predict unprecedented high decay rates of quantum emitters in the proximity of a carbon sheet, observable vacuum Rabi splittings, and extinction cross sections exceeding the geometrical area in graphene nanoribbons and nanodisks. Our theoretical results provide the basis for the emerging and potentially far-reaching field of graphene plasmonics, offering an ideal platform for cavity quantum electrodynamics, and supporting the possibility of single-molecule, single-plasmon devices.					Garcia de Abajo, F. Javier/A-6095-2009; Koppens, Frank/X-4422-2018	Garcia de Abajo, F. Javier/0000-0002-4970-4565; Koppens, Frank/0000-0001-9764-6120													1530-6984	1530-6992				AUG	2011	11	8					3370	3377		10.1021/nl201771h	http://dx.doi.org/10.1021/nl201771h								21766812					WOS:000293665600054
J	Wang, Y; Shi, ZQ; Huang, Y; Ma, YF; Wang, CY; Chen, MM; Chen, YS				Wang, Yan; Shi, Zhiqiang; Huang, Yi; Ma, Yanfeng; Wang, Chengyang; Chen, Mingming; Chen, Yongsheng			Supercapacitor Devices Based on Graphene Materials	JOURNAL OF PHYSICAL CHEMISTRY C												Graphene materials (GMs) as supercapacitor electrode materials have been investigated. GMs are prepared from graphene oxide sheets, and subsequently suffer a gas-based hydrazine reduction to restore the conducting carbon network. A maximum specific capacitance of 205 F/g with a measured power density of 10 kW/kg at energy density of 28.5 Wh/kg in an aqueous electrolyte solution has been obtained. Meanwhile, the supercapacitor devices exhibit excellent long cycle life along with similar to 90% specific capacitance retained after 1200 cycle tests. These remarkable results demonstrate the exciting commercial potential for high performance, environmentally friendly and low-cost electrical energy storage devices based on this new 2D graphene material.					Chen, Mingming/N-4031-2015; Chen, Yongsheng/D-3256-2011; huang, yi/B-9867-2015														1932-7447	1932-7455				JUL 30	2009	113	30					13103	13107		10.1021/jp902214f	http://dx.doi.org/10.1021/jp902214f													WOS:000268233800031
B	Gordon, MS; Schmidt, MW		Dykstra, CE; Frenking, G; Kim, KS; Scuseria, GE		Gordon, Mark S.; Schmidt, Michael W.			Advances in electronic structure theory: GAMESS a decade later	THEORY AND APPLICATIONS OF COMPUTATIONAL CHEMISTRY: THE FIRST FORTY YEARS												Recent developments in advanced quantum chemistry and quantum chemistry interfaced with model potentials are discussed, with the primary focus on new implementations in the GAMESS electronic structure suite of programs. Applications to solvent effects and surface science are discussed.					Schmidt, Michael/G-5186-2012																978-0-08-045624-9; 978-0-44-451719-7				2005							1167	1189		10.1016/B978-044451719-7/50084-6	http://dx.doi.org/10.1016/B978-044451719-7/50084-6													WOS:000311646300041
J	Shaw, MH; Twilton, J; MacMillan, DWC				Shaw, Megan H.; Twilton, Jack; MacMillan, David W. C.			Photoredox Catalysis in Organic Chemistry	JOURNAL OF ORGANIC CHEMISTRY												In recent years, photoredox catalysis has come to the forefront in organic chemistry as a powerful strategy for the activation of small molecules. In a general sense, these approaches rely on the ability of metal complexes and organic dyes to convert visible light into chemical energy by engaging in single-electron transfer with organic substrates, thereby generating reactive intermediates. In this Perspective, we highlight the unique ability of photoredox catalysis to expedite the development of completely new reaction mechanisms, with particular emphasis placed on multicatalytic strategies that enable the construction of challenging carbon-carbon and carbon-heteroatom bonds.						Twilton, Jack/0000-0003-3500-4901; Shaw, Megan/0000-0003-4981-1448													0022-3263	1520-6904				AUG 19	2016	81	16					6898	6926		10.1021/acs.joc.6b01449	http://dx.doi.org/10.1021/acs.joc.6b01449								27477076					WOS:000381847600002
J	Yang, SB; Gong, YJ; Zhang, JS; Zhan, L; Ma, LL; Fang, ZY; Vajtai, R; Wang, XC; Ajayan, PM				Yang, Shubin; Gong, Yongji; Zhang, Jinshui; Zhan, Liang; Ma, Lulu; Fang, Zheyu; Vajtai, Robert; Wang, Xinchen; Ajayan, Pulickel M.			Exfoliated Graphitic Carbon Nitride Nanosheets as Efficient Catalysts for Hydrogen Evolution Under Visible Light	ADVANCED MATERIALS												Graphitic carbon nitride nanosheets are extracted, produced via simple liquid-phase exfoliation of a layered bulk material, g-C3N4. The resulting nanosheets, having approximate to 2 nm thickness and N/C atomic ratio of 1.31, show an optical bandgap of 2.65 eV. The carbon nitride nanosheets are demonstrated to exhibit excellent photocatalytic activity for hydrogen evolution under visible light.					Gong, Yongji/Y-5434-2019; Vajtai, Robert/B-1029-2008; Yang, Shubin/B-4840-2015; Ma, Lulu/J-2313-2018; Fang, Zheyu/E-5724-2013; zhang, Jinshui/D-9749-2016; wang, xin chen/D-6020-2016	zhang, Jinshui/0000-0003-4649-6526; Vajtai, Robert/0000-0002-3942-8827; wang, xin chen/0000-0002-2490-3568; Fang, Zheyu/0000-0001-5780-0728													0935-9648	1521-4095				MAY 7	2013	25	17					2452	2456		10.1002/adma.201204453	http://dx.doi.org/10.1002/adma.201204453								23450777					WOS:000318360700011
J	Le Ru, EC; Blackie, E; Meyer, M; Etchegoin, PG				Le Ru, E. C.; Blackie, E.; Meyer, M.; Etchegoin, P. G.			Surface enhanced Raman scattering enhancement factors: a comprehensive study	JOURNAL OF PHYSICAL CHEMISTRY C												This paper presents an in-depth study of Surface Enhanced Raman Scattering (SERS) enhancement factors (EFs) and cross-sections, including several issues often overlooked. In particular, various possible rigorous definitions of the SERS EFs are introduced and discussed in the context of SERS applications, such as analytical chemistry and single molecule SERS. These definitions highlight the importance of a careful characterization of the non-SERS cross-sections of the probes under consideration. This aspect is illustrated by experimental results for the non-SERS cross-sections of representative SERS probes along with average SERS EFs for the same probes. In addition, the accurate experimental determination of single molecule enhancement factors is tackled with two recently developed techniques, namely: bi-analyte SERS (BiASERS) and temperature-dependent SERS vibrational pumping. We demonstrate that SERS EFs as low as 10(7), as opposed to the figure of 10(14) often claimed in the literature, are sufficient for the observation of single molecule SERS signals, with maximum single molecule EFs typically on the order of similar to 10(14).					Le Ru, Eric/B-5818-2008	Le Ru, Eric/0000-0002-3052-9947													1932-7447	1932-7455				SEP 20	2007	111	37					13794	13803		10.1021/jp0687908	http://dx.doi.org/10.1021/jp0687908													WOS:000249501800024
J	Ou, BX; Hampsch-Woodill, M; Prior, RL				Ou, BX; Hampsch-Woodill, M; Prior, RL			Development and validation of an improved oxygen radical absorbance capacity assay using fluorescein as the fluorescent probe	JOURNAL OF AGRICULTURAL AND FOOD CHEMISTRY												An improved method of oxygen radical absorbance capacity (ORAC) assay has been developed and validated using fluorescein (3',6'-dihydroxyspiro[isobenzofuran-1[3H],9'[9H]-xanthen]-3-one) as the fluorescent probe. Our results demonstrate that fluorescein (FL) is superior to B-phycoerythrin. The oxidized FL products induced by peroxyl radical were identified by LC/MS, and the reaction mechanism was determined to follow a classic hydrogen atom transfer mechanism. In addition, methodological and mechanistic comparison of ORAC(FL) with other widely used methods was discussed. It is concluded that, unlike other popular methods, the improved ORAC(FL) assay provides a direct measure of hydrophilic chain-breaking antioxidant capacity against peroxyl radical.																			0021-8561	1520-5118				OCT	2001	49	10					4619	4626		10.1021/jf010586o	http://dx.doi.org/10.1021/jf010586o								11599998					WOS:000171615100017
