PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	C3	RP	EM	RI	OI	FU	FP	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	DL	D2	EA	PG	WC	WE	SC	GA	PM	OA	HC	HP	DA	UT
J	Bertolazzi, S; Brivio, J; Kis, A				Bertolazzi, Simone; Brivio, Jacopo; Kis, Andras			Stretching and Breaking of Ultrathin MoS<sub>2</sub>	ACS NANO												We report on measurements of the stiffness and breaking strength of monolayer MoS2, a new semiconducting analogue of graphene. Single and bilayer MoS2 is exfoliated from bulk and transferred to a substrate containing an array of microfabricated circular holes. The resulting suspended, free-standing membranes are deformed and eventually broken using an atomic force microscope. We find that the In-plane stiffness of monolayer MoS2 is 180 +/- 60 Nm(-1), corresponding to an effective Young's modulus of 270 +/- 100 GPa, which Is comparable to that of steel. Breaking occurs at an effective strain between 6 and 11% with the average breaking strength of 15 +/- 3 Nm(-1) (23 GPa). The strength of strongest monolayer membranes Is 11% of its Young's modulus, corresponding to the upper theoretical limit which indicates that the material can be highly crystalline and almost defect-free. Our results show that monolayer MoS2 could be suitable for a variety of applications such as reinforcing elements in composites and for fabrication of flexible electronic devices.					Kis, Andras/I-8882-2019; Bertolazzi, Simone/I-3371-2015	Kis, Andras/0000-0002-3426-7702													1936-0851	1936-086X				DEC	2011	5	12					9703	9709		10.1021/nn203879f	http://dx.doi.org/10.1021/nn203879f								22087740					WOS:000298316700042
J	Li, XM; Wu, Y; Zhang, SL; Cai, B; Gu, Y; Song, JZ; Zeng, HB				Li, Xiaoming; Wu, Ye; Zhang, Shengli; Cai, Bo; Gu, Yu; Song, Jizhong; Zeng, Haibo			CsPbX<sub>3</sub> Quantum Dots for Lighting and Displays: Room-Temperature Synthesis, Photoluminescence Superiorities, Underlying Origins and White Light-Emitting Diodes	ADVANCED FUNCTIONAL MATERIALS												Recently, Kovalenko and co-workers and Li and co-workers developed CsPbX3 (X = Cl, Br, I) inorganic perovskite quantum dots (IPQDs), which exhibited ultrahigh photoluminescence (PL) quantum yields (QYs), low-threshold lasing, and multicolor electroluminescence. However, the usual synthesis needs high temperature, inert gas protection, and localized injection operation, which are severely against applications. Moreover, the so unexpectedly high QYs are very confusing. Here, for the first time, the IPQDs' room-temperature (RT) synthesis, superior PL, underlying origins and potentials in lighting and displays are reported. The synthesis is designed according to supersaturated recrystallization (SR), which is operated at RT, within few seconds, free from inert gas and injection operation. Although formed at RT, IPQDs' PLs have QYs of 80%, 95%, 70%, and FWHMs of 35, 20, and 18 nm for red, green, and blue emissions. As to the origins, the observed 40 meV exciton binding energy, halogen self-passivation effect, and CsPbX3@X quantum-well band alignment are proposed to guarantee the excitons generation and high-rate radiative recombination at RT. Moreover, such superior optical merits endow them with promising potentials in lighting and displays, which are primarily demonstrated by the white light-emitting diodes with tunable color temperature and wide color gamut.					Song, Jizhong/P-7921-2016; Zhang, Shengli/AAI-3001-2020; Li, Xiaoming/D-8997-2016; Zeng, Haibo/B-1406-2009; Gu, Yu/KTH-7856-2024	Zeng, Haibo/0000-0002-0281-3617; Zhang, Shengli/0000-0003-4981-231X; Song, Jizhong/0000-0002-1606-4776; Li, Xiaoming/0000-0003-1795-0371; Wu, Ye/0000-0002-7007-2160; Gu, Yu/0000-0001-7592-6519; Cai, Bo/0000-0002-6605-5931													1616-301X	1616-3028				APR 19	2016	26	15					2435	2445		10.1002/adfm.201600109	http://dx.doi.org/10.1002/adfm.201600109													WOS:000375126400004
J	Thijs, L; Verhaeghe, F; Craeghs, T; Van Humbeeck, J; Kruth, JP				Thijs, Lore; Verhaeghe, Frederik; Craeghs, Tom; Van Humbeeck, Jan; Kruth, Jean-Pierre			A study of the micro structural evolution during selective laser melting of Ti-6Al-4V	ACTA MATERIALIA												Selective laser melting (SLM) is an additive manufacturing technique in which functional, complex parts can be created directly by selectively melting layers of powder. This process is characterized by highly localized high heat inputs during very short interaction times and will therefore significantly affect the microstructure. In this research, the development of the microstructure of the Ti-6Al-4V alloy processed by SLM and the influence of the scanning parameters and scanning strategy on this microstructure are studied by light optical microscopy. The martensitic phase is present, and due to the occurrence of epitaxial growth, elongated grains emerge. The direction of these grains is directly related to the process parameters. At high heat inputs it was also found that the intermetallic phase Ti3Al is precipitated during the process. (C) 2010 Acta Materialia Inc. Published by Elsevier Ltd. All rights reserved.					Verhaeghe, Frederik/K-6586-2014	Verhaeghe, Frederik/0000-0002-6647-9152													1359-6454	1873-2453				MAY	2010	58	9					3303	3312		10.1016/j.actamat.2010.02.004	http://dx.doi.org/10.1016/j.actamat.2010.02.004													WOS:000277747400012
J	Wang, YC; Lv, JA; Zhu, L; Ma, YM				Wang, Yanchao; Lv, Jian; Zhu, Li; Ma, Yanming			Crystal structure prediction via particle-swarm optimization	PHYSICAL REVIEW B												We have developed a method for crystal structure prediction from "scratch" through particle-swarm optimization (PSO) algorithm within the evolutionary scheme. PSO technique is different with the genetic algorithm and has apparently avoided the use of evolution operators (e.g., crossover and mutation). The approach is based on an efficient global minimization of free-energy surfaces merging total-energy calculations via PSO technique and requires only chemical compositions for a given compound to predict stable or metastable structures at given external conditions (e.g., pressure). A particularly devised geometrical structure parameter which allows the elimination of similar structures during structure evolution was implemented to enhance the structure search efficiency. The application of designed variable unit-cell size technique has greatly reduced the computational cost. Moreover, the symmetry constraint imposed in the structure generation enables the realization of diverse structures, leads to significantly reduced search space and optimization variables, and thus fastens the global structure convergence. The PSO algorithm has been successfully applied to the prediction of many known systems (e.g., elemental, binary, and ternary compounds) with various chemical-bonding environments (e.g., metallic, ionic, and covalent bonding). The high success rate demonstrates the reliability of this methodology and illustrates the promise of PSO as a major technique on crystal structure determination.					Zhu, Li/ABA-2795-2020; , Yanchao/A-6634-2015; Ma, Yanming/A-7297-2008; Lv, Jian/D-6677-2017	, Yanchao/0000-0003-4518-925X; Ma, Yanming/0000-0003-3711-0011; Zhu, Li/0000-0001-8588-9379; Lv, Jian/0000-0002-6201-9888													2469-9950	2469-9969				SEP 28	2010	82	9							094116	10.1103/PhysRevB.82.094116	http://dx.doi.org/10.1103/PhysRevB.82.094116													WOS:000282211100002
J	Cabana, J; Monconduit, L; Larcher, D; Palacín, MR				Cabana, Jordi; Monconduit, Laure; Larcher, Dominique; Rosa Palacin, M.			Beyond Intercalation-Based Li-Ion Batteries: The State of the Art and Challenges of Electrode Materials Reacting Through Conversion Reactions	ADVANCED MATERIALS												Despite the imminent commercial introduction of Li-ion batteries in electric drive vehicles and their proposed use as enablers of smart grids based on renewable energy technologies, an intensive quest for new electrode materials that bring about improvements in energy density, cycle life, cost, and safety is still underway. This Progress Report highlights the recent developments and the future prospects of the use of phases that react through conversion reactions as both positive and negative electrode materials in Li-ion batteries. By moving beyond classical intercalation reactions, a variety of low cost compounds with gravimetric specific capacities that are two-to-five times larger than those attained with currently used materials, such as graphite and LiCoO2, can be achieved. Nonetheless, several factors currently handicap the applicability of electrode materials entailing conversion reactions. These factors, together with the scientific breakthroughs that are necessary to fully assess the practicality of this concept, are reviewed in this report.					Cabana, Jordi/G-6548-2012; Palacin, M. Rosa/H-2163-2012	Palacin, M. Rosa/0000-0001-7351-2005; Cabana, Jordi/0000-0002-2353-5986													0935-9648	1521-4095				SEP 15	2010	22	35					E170	E192		10.1002/adma.201000717	http://dx.doi.org/10.1002/adma.201000717								20730811					WOS:000282910100008
J	Guo, HL; Wang, XF; Qian, QY; Wang, FB; Xia, XH				Guo, Hui-Lin; Wang, Xian-Fei; Qian, Qing-Yun; Wang, Feng-Bin; Xia, Xing-Hua			A Green Approach to the Synthesis of Graphene Nanosheets	ACS NANO												Graphene can be viewed as an individual atomic plane extracted from graphite, as unrolled single-walled carbon nanotube or as an extended flat fullerene molecule. In this paper, a facile approach to the synthesis of high quality graphene nanosheets in large scale through electrochemical reduction of exfoliated graphite oxide precursor at cathodic potentials (completely reduced potential: -1.5 V) is reported. This method is green and fast, and will not result in contamination of the reduced material. The electrochemically reduced graphene nanosheets have been carefully characterized by spectroscopic and electrochemical techniques in comparison to the chemically reduced graphene-based product. Particularly, FTIR spectra indicate that a variety of the oxygen-containing functional groups have been thoroughly removed from the graphite oxide plane via electrochemical reduction. The chemically converted materials are not expected to exhibit graphene's electronic properties because of residual defects. Indeed, the high quality grapheme accelerates the electron transfer rate in dopamine electrochemistry (Delta E-p is as small as 44 mV which is much smaller than that on a glassy carbon electrode). This approach opens up the possibility for assembling graphene biocomposites for electrocatalysis and the construction of blosensors..					; , Hui-Lin/G-5096-2011	Xia, Xing-Hua/0000-0001-9831-4048; , Hui-Lin/0000-0003-1046-2033													1936-0851	1936-086X				SEP	2009	3	9					2653	2659		10.1021/nn900227d	http://dx.doi.org/10.1021/nn900227d								19691285					WOS:000269988600029
S	Izumi, F; Ikeda, T		Delhez, R; Mittemeijer, EJ		Izumi, F; Ikeda, T			A Rietveld-analysis program RIETAN-98 and its applications to zeolites	EUROPEAN POWDER DIFFRACTION, PTS 1 AND 2	MATERIALS SCIENCE FORUM				6th European Powder Diffraction Conference	AUG 22-25, 1998	TECH UNIV, BUDAPEST, HUNGARY	Philips Analyt BV, Bruker Analyt X Ray Syst GmbH, Int Ctr Diffract Data, Int Union Crystallog, Hungarian Comm Tech Dev, Hungarian Acad Sci, GE Lighting Tungsram Rt, Chinoin Rt	TECH UNIV			The latest version of a Rietveld-analysis program, RIETAN-98, for angle-dispersive diffraction has an advanced feature called partial profile relaxation, which means that primary profile parameters of (nearly) isolated reflections can be locally refined independently of secondary profile parameters. This technique was combined with split-type pseudo-Voigt and Pearson VII profile functions to get better fits between observed and calculated patterns. Furthermore, RIETAN-98 has been substantially integrated with a MEED program for a maximum-entropy method (MEM). Visualization of diffraction data by the MEM is very useful for modifying structural models imperfect with respect to positional disorder and various defects. We have been successfully applying RIETAN-98 to various zeolites with guest materials; three representative results of structure refinements will be demonstrated.					Ikeda, Takuji/H-8052-2018	Ikeda, Takuji/0000-0001-7992-5636													0255-5476		0-87849-847-8				2000	321-3		1&2				198	203		10.4028/www.scientific.net/MSF.321-324.198	http://dx.doi.org/10.4028/www.scientific.net/MSF.321-324.198													WOS:000088849300032
J	Yang, K; Zhang, SA; Zhang, GX; Sun, XM; Lee, ST; Liu, ZA				Yang, Kai; Zhang, Shuai; Zhang, Guoxin; Sun, Xiaoming; Lee, Shuit-Tong; Liu, Zhuang			Graphene in Mice: Ultrahigh In Vivo Tumor Uptake and Efficient Photothermal Therapy	NANO LETTERS												Although biomedical applications of carbon nanotubes have been intensively studied in recent years, its sister, graphene, has been rarely explored in biomedicine. In this work, for the first time we study the in vivo behaviors of nanographene sheets (NGS) with polyethylene glycol (PEG) coating by a fluorescent labeling method. In vivo fluorescence imaging reveals surprisingly high tumor uptake of NGS in several xenograft tumor mouse models. Distinctive from PEGylated carbon nanotubes, PEGylated NGS shows several interesting in vivo behaviors including highly efficient tumor passive targeting and relatively low retention in reticuloendothelial systems. We then utilize the strong optical absorbance of NGS in the near-infrared (NIR) region for in vivo photothermal therapy, achieving ultraefficient tumor ablation after intravenous administration of NGS and low-power NIR laser irradiation on the tumor. Furthermore, no obvious side effect of PEGylated NGS is noted for the injected mice by histology, blood chemistry, and complete blood panel analysis in our pilot toxicity study. Although a lot more efforts are required to further understand the in vivo behaviors and the long-term toxicology of this new type of nanomaterials, our work is the first success of using carbon nanomaterials for efficient in vivo photothermal therapy by intravenous administration and suggests the great promise of graphene in biomedical applications, such as cancer treatment.					Lee, Shuit-Tong/Q-7552-2018; Sun, Xiaoming/Q-4938-2017; Liu, Zhuang/H-4352-2011; Zhang, Guoxin/S-7345-2017; yang, kai/T-7686-2017	Liu, Zhuang/0000-0002-1629-1039; Zhang, Guoxin/0000-0002-2124-8502; yang, kai/0000-0002-6670-1024													1530-6984	1530-6992				SEP	2010	10	9					3318	3323		10.1021/nl100996u	http://dx.doi.org/10.1021/nl100996u								20684528					WOS:000281498200017
J	Bauhofer, W; Kovacs, JZ				Bauhofer, Wolfgang; Kovacs, Josef Z.			A review and analysis of electrical percolation in carbon nanotube polymer composites	COMPOSITES SCIENCE AND TECHNOLOGY					CNT-NET 2007 Conference	SEP 10-12, 2007	Cambridge, ENGLAND					We review experimental and theoretical work on electrical percolation of carbon nanotubes (CNT) in polymer composites. We give a comprehensive survey of published data together with an attempt of systematization. Parameters like CNT type, synthesis method, treatment and dimensionality as well as polymer type and dispersion method are evaluated with respect to their impact on percolation threshold, scaling law exponent and maximum conductivity of the composite. Validity as well as limitations of commonly used statistical percolation theories are discussed, in particular with respect to the recently reported existence of a lower kinetic (allowing for re-aggregation) and a higher statistical percolation threshold. (C) 2008 Elsevier Ltd. All rights reserved.					Kovacs, Josef/B-5223-2008														0266-3538	1879-1050				AUG	2009	69	10			SI		1486	1498		10.1016/j.compscitech.2008.06.018	http://dx.doi.org/10.1016/j.compscitech.2008.06.018													WOS:000267729000002
J	Das, S; Chen, HY; Penumatcha, AV; Appenzeller, J				Das, Saptarshi; Chen, Hong-Yan; Penumatcha, Ashish Verma; Appenzeller, Joerg			High Performance Multilayer MoS<sub>2</sub> Transistors with Scandium Contacts	NANO LETTERS												While there has been growing interest in two-dimensional (2-D) crystals other than graphene, evaluating their potential usefulness for electronic applications is still in its infancy due to the lack of a complete picture of their performance potential. The focus of this article is on contacts. We demonstrate that through a proper understanding and design of source/drain contacts and the right choice of number of MoS2 layers the excellent intrinsic properties of this 2-D material can be harvested. Using scandium contacts on 10-nm-thick exfoliated MoS2 flakes that are covered by a 15 nm Al2O3 film, high effective mobilities of 700 cm(2)/(V s) room temperature. This breakthrough is largely attributed to the fact that we succeeded in eliminating contact resistance effects that limited the device performance in the past unrecognized. In fact, the apparent linear dependence of current on drain voltage had mislead researchers to believe that a truly Ohmic contact had already been achieved, a misconception that we also elucidate in the present article.					Das, Saptarshi/F-8351-2013														1530-6984	1530-6992				JAN	2013	13	1					100	105		10.1021/nl303583v	http://dx.doi.org/10.1021/nl303583v								23240655					WOS:000313142300018
J	Gómez-Navarro, C; Weitz, RT; Bittner, AM; Scolari, M; Mews, A; Burghard, M; Kern, K				Gomez-Navarro, Cristina; Weitz, R. Thomas; Bittner, Alexander M.; Scolari, Matteo; Mews, Alf; Burghard, Marko; Kern, Klaus			Electronic transport properties of individual chemically reduced graphene oxide sheets	NANO LETTERS												Individual graphene oxide sheets subjected to chemical reduction were electrically characterized as a function of temperature and external electric fields. The fully reduced monolayers exhibited conductivities ranging between 0.05 and 2 S/cm and field effect mobilities of 2-200 cm(2)/Vs at room temperature. Temperature-dependent electrical measurements and Raman spectroscopic investigations suggest that charge transport occurs via variable range hopping between intact graphene islands with sizes on the order of several nanometers. Furthermore, the comparative study of multilayered sheets revealed that the conductivity of the undermost layer is reduced by a factor of more than 2 as a consequence of the interaction with the Si/SiO2 substrate.					Weitz, Thomas/AAG-8819-2019; Cristina, Gomez/R-4613-2019; Bittner, Alexander/C-2664-2017	Bittner, Alexander/0000-0003-4815-2444; Weitz, Ralf Thomas/0000-0001-5404-7355													1530-6984					NOV	2007	7	11					3499	3503		10.1021/nl072090c	http://dx.doi.org/10.1021/nl072090c								17944526					WOS:000251059800044
J	Brousse, T; Bélanger, D; Long, JW				Brousse, Thierry; Belanger, Daniel; Long, Jeffrey W.			To Be or Not To Be Pseudocapacitive?	JOURNAL OF THE ELECTROCHEMICAL SOCIETY												There are an increasing number of studies regarding active electrode materials that undergo faradaic reactions but are used for electrochemical capacitor applications. Unfortunately, some of these materials are described as "pseudocapacitive" materials despite the fact that their electrochemical signature (e.g., cyclic voltarnmogram and charge/discharge curve) is analogous to that of a "battery" material, as commonly observed for Ni(OH)(2) and cobalt oxides in KOH electrolyte. Conversely, true pseudocapacitive electrode materials such as MnO2 display electrochemical behavior typical of that observed for a capacitive carbon electrode. The difference between these two classes of materials will be explained, and we demonstrate why it is inappropriate to describe nickel oxide or hydroxide and cobalt oxide/hydroxide as pseudocapacitive electrode materials. (C) The Author(s) 2015. Published by ECS. This is an open access article distributed under the terms of the Creative Commons Attribution Non-Commercial No Derivatives 4.0 License (CC BY-NC-ND, http://creativecommons.org/licenses/by-nc-nd/4.0/), which permits non-commerdial reuse; distribution, and reproduction in any medium, provided the original work is not changed in any way and is properly cited. For permission for commercial reuse, please email: oa@electrochem.org. All rights reserved.					Brousse, Thierry/AAF-5975-2020	Brousse, Thierry/0000-0002-1715-0377													0013-4651	1945-7111					2015	162	5					A5185	A5189		10.1149/2.0201505jes	http://dx.doi.org/10.1149/2.0201505jes													WOS:000351976200026
J	Akhavan, O; Ghaderi, E				Akhavan, Omid; Ghaderi, Elham			Toxicity of Graphene and Graphene Oxide Nanowalls Against Bacteria	ACS NANO												Bacterial toxicity of graphene nanosheets in the form of graphene nanowalls deposited on stainless steel substrates was investigated for both Gram-positive and Gram-negative models of bacteria. The graphene oxide nanowalls were obtained by electrophoretic deposition of Mg2+-graphene oxide nanosheets synthesized by a chemical exfoliation method. On the basis of measuring the efflux of cytoplasmic materials of the bacteria, it was found that the cell membrane damage of the bacteria caused by direct contact of the bacteria with the extremely sharp edges of the nanowalls was the effective mechanism in the bacterial inactivation. In this regard, the Gram-negative Escherichia coli bacteria with an outer membrane were more resistant to the cell membrane damage caused by the nanowalls than the Gram-positive Staphylococcus aureus lacking the outer membrane. Moreover, the graphene oxide nanowalls reduced by hydrazine were more toxic to the bacteria than the unreduced graphene oxide nanowalls. The better antibacterial activity of the reduced nanowalls was assigned to the better charge transfer between the bacteria and the more sharpened edges of the reduced nanowalls, during the contact interaction.					Akhavan, Omid/ABA-6277-2020														1936-0851	1936-086X				OCT	2010	4	10					5731	5736		10.1021/nn101390x	http://dx.doi.org/10.1021/nn101390x								20925398					WOS:000283453700034
J	Arbabi, A; Horie, Y; Bagheri, M; Faraon, A				Arbabi, Amir; Horie, Yu; Bagheri, Mahmood; Faraon, Andrei			Dielectric metasurfaces for complete control of phase and polarization with subwavelength spatial resolution and high transmission	NATURE NANOTECHNOLOGY												Metasurfaces are planar structures that locally modify the polarization, phase and amplitude of light in reflection or transmission, thus enabling lithographically patterned flat optical components with functionalities controlled by design(1,2). Transmissive metasurfaces are especially important, as most optical systems used in practice operate in transmission. Several types of transmissive metasurface have been realized(3-6), but with either low transmission efficiencies or limited control over polarization and phase. Here, we show a metasurface platform based on high-contrast dielectric elliptical nanoposts that provides complete control of polarization and phase with subwavelength spatial resolution and an experimentally measured efficiency ranging from 72% to 97%, depending on the exact design. Such complete control enables the realization of most free-space transmissive optical elements such as lenses, phase plates, wave plates, polarizers, beamsplitters, as well as polarization-switchable phase holograms and arbitrary vector beam generators using the same metamaterial platform.					Abdoli, Amir/P-1029-2018; Arbabi, Amir/D-6057-2016	Faraon, Andrei/0000-0002-8141-391X; Arbabi, Amir/0000-0001-8831-7552; Horie, Yu/0000-0001-7083-1270													1748-3387	1748-3395				NOV	2015	10	11					937	U190		10.1038/NNANO.2015.186	http://dx.doi.org/10.1038/NNANO.2015.186								26322944					WOS:000364528300009
J	Banerjee, D; Williams, JC				Banerjee, Dipankar; Williams, J. C.			Perspectives on Titanium Science and Technology	ACTA MATERIALIA												The basic framework and - conceptual understanding of the metallurgy of Ti alloys is strong and this has enabled the use of titanium and its alloys in safety-critical structures such as those in aircraft and aircraft engines. Nevertheless, a focus on cost-effectiveness and the compression of product development time by effectively integrating design with manufacturing in these applications, as well as those emerging in bioengineering, has driven research in recent decades towards a greater predictive capability through the use of computational materials engineering tools. Therefore this paper focuses on the complexity and variety of fundamental phenomena in this material system with a focus on phase transformations and mechanical behaviour in order to delineate the challenges that lie ahead in achieving these goals. (C) 2012 Acta Materialia Inc. Published by Elsevier Ltd. All rights reserved.					Banerjee, Dipankar/K-3332-2015														1359-6454	1873-2453				FEB	2013	61	3					844	879		10.1016/j.actamat.2012.10.043	http://dx.doi.org/10.1016/j.actamat.2012.10.043													WOS:000315075500008
J	Maier, SA; Kik, PG; Atwater, HA; Meltzer, S; Harel, E; Koel, BE; Requicha, AAG				Maier, SA; Kik, PG; Atwater, HA; Meltzer, S; Harel, E; Koel, BE; Requicha, AAG			Local detection of electromagnetic energy transport below the diffraction limit in metal nanoparticle plasmon waveguides	NATURE MATERIALS																	Atwater, Harry/H-2823-2014; Koel, Bruce/JAN-6382-2023; Maier, Stefan/V-2883-2019; Koel, Bruce/H-3857-2013	Maier, Stefan/0000-0001-9704-7902; Koel, Bruce/0000-0002-0032-4991													1476-1122					APR	2003	2	4					229	232		10.1038/nmat852	http://dx.doi.org/10.1038/nmat852								12690394					WOS:000182052700018
J	Li, WJ; Laurencin, CT; Caterson, EJ; Tuan, RS; Ko, FK				Li, WJ; Laurencin, CT; Caterson, EJ; Tuan, RS; Ko, FK			Electrospun nanofibrous structure: A novel scaffold for tissue engineering	JOURNAL OF BIOMEDICAL MATERIALS RESEARCH												The architecture of an engineered tissue substitute plays an important role in modulating tissue growth. A novel poly(D,L-lactide-co-glycolide) (PLGA) structure with a unique architecture produced by an electrospinning process has been developed for tissue-engineering applications. Electrospinning is a process whereby ultra-fine fibers are formed in a high-voltage electrostatic field. The electrospun structure, composed of PLGA fibers ranging from 500 to 800 rim in diameter, features a morphologic similarity to the extracellular matrix (ECM) of natural tissue, which is characterized by a wide range of pore diameter distribution, high porosity, and effective mechanical properties. Such a structure meets the essential design criteria of an ideal engineered scaffold. The favorable cell-matrix interaction within the cellular construct supports the active biocompatibility of the structure. The electrospun nanofibrous structure is capable of supporting cell attachment and proliferation. Cells seeded on this structure tend to maintain phenotypic shape and guided growth according to nanofiber orientation. This novel biodegradable scaffold has potential applications for tissue engineering based upon its unique architecture, which acts to support and guide cell growth. (C) 2002 Wiley Periodicals, Inc.					Li, Wan-Ju/B-4911-2011	Li, Wan-Ju/0000-0002-6579-8063; Caterson, Edward/0000-0003-4024-650X													0021-9304					JUN 15	2002	60	4					613	621		10.1002/jbm.10167	http://dx.doi.org/10.1002/jbm.10167								11948520					WOS:000175367500012
J	Witte, F; Kaese, V; Haferkamp, H; Switzer, E; Meyer-Lindenberg, A; Wirth, CJ; Windhagen, H				Witte, F; Kaese, V; Haferkamp, H; Switzer, E; Meyer-Lindenberg, A; Wirth, CJ; Windhagen, H			In vivo corrosion of four magnesium alloys and the associated bone response	BIOMATERIALS												Degrading metal alloys are a new class of implant materials suitable for bone surgery. The aim of this study was to investigate the degradation mechanism at the bone-implant interface of different degrading magnesium alloys in bone and to determine their effect on the surrounding bone. Sample rods of four different magnesium alloys and a degradable polymer as a control were implanted intramedullary into the femora of guinea pigs. After 6 and 18 weeks, uncalcified sections were generated for histomorphologic analysis. The bone-implant interface was characterized in uncalcified sections by scanning electron microscopy (SEM), element mapping and X-ray diffraction. Results showed that metallic implants made of magnesium alloys degrade in vivo depending on the composition of the alloying elements. While the corrosion layer of all magnesium alloys accumulated with biological calcium phosphates, the corrosion layer was in direct contact with the surrounding bone. The results further showed high mineral apposition rates and an increased bone mass around the magnesium rods, while no bone was induced in the surrounding soft tissue. From the results of this study, there is a strong rationale that in this research model, high magnesium ion concentration could lead to bone cell activation. (C) 2004 Elsevier Ltd. All rights reserved.					Meyer-Lindenberg, Andreas/H-1076-2011; Witte, Frank/AFK-1556-2022; Witte, Frank/D-9294-2014	Meyer-Lindenberg, Andrea/0000-0001-6137-3773; Witte, Frank/0000-0001-9154-6217													0142-9612					JUN	2005	26	17					3557	3563		10.1016/j.biomaterials.2004.09.049	http://dx.doi.org/10.1016/j.biomaterials.2004.09.049								15621246					WOS:000226968200021
J	Wu, Q; Xu, YX; Yao, ZY; Liu, AR; Shi, GQ				Wu, Qiong; Xu, Yuxi; Yao, Zhiyi; Liu, Anran; Shi, Gaoquan			Supercapacitors Based on Flexible Graphene/Polyaniline Nanofiber Composite Films	ACS NANO												Composite films of chemically converted graphene (CCG) and polyaniline nanofibers (PANI-NFs) were prepared by vacuum filtration the mixed dispersions of both components. The composite film has a layered structure, and PANI-NFs are sandwiched between CCG layers. Furthermore, it is mechanically stable and has a high flexibility; thus, it can be bent into large angles or be shaped into various desired structures. The conductivity of the composite film containing 44% CCG (5.5 x 10(2) S m(-1)) is about 10 times that of a PANI-NF film. Supercapacitor devices based on this conductive flexible composite film showed large electrochemical capacitance (210 F g(-1)) at a discharge rate of 0.3 A g(-1). They also exhibited greatly improved electrochemical stability and rate performances.					liu, anran/HTQ-0424-2023; Xu, Yuxi/A-5182-2010; Wu, Qiong/F-1515-2015	Wu, Qiong/0000-0001-8768-7738													1936-0851	1936-086X				APR	2010	4	4					1963	1970		10.1021/nn1000035	http://dx.doi.org/10.1021/nn1000035								20355733					WOS:000276956800027
J	Fischer, D; Li, YX; Ahlemeyer, B; Krieglstein, J; Kissel, T				Fischer, D; Li, YX; Ahlemeyer, B; Krieglstein, J; Kissel, T			In vitro cytotoxicity testing of polycations: influence of polymer structure on cell viability and hemolysis.	BIOMATERIALS												A comparative in vitro cytotoxicity study with different water-soluble, cationic macromolecules which have been described as gene delivery systems was performed. Cytotoxicity in L929 mouse fibroblasts was monitored using the MTT assay and the release of the cytosolic enzyme lactate dehydrogenase (LDH). Microscopic observations were carried out as indicators for cell viability. Furthermore, hemolysis of erythrocytes was quantified spectrophotometrically. To determine the nature of cell death induced by the polycations, the nuclear morphology after DAPI staining and the inhibition of the toxic effects by the caspase inhibitor zVAD.fmk were investigated. All assays yielded comparable results and allowed the following ranking of the polymers with regard to cytotoxicity: Poly(ethylenimine) = poly(L-lysine) > poly(diallyl-dimethyl-ammonium chloride) > diethylaminoethyl-dextran > poly (vinyl pyridinium bromide) > Starburst dendrimer > cationized albumin > native albumin. The magnitude of the cytotoxic effects of all polymers were found to be time- and concentration dependent. The molecular weight as well as the cationic charge density of the polycations were confirmed as key parameters for the interaction with the cell membranes and consequently, the cell damage. Evaluating the nature of cell death induced by poly(ethylenimine), we did not detect any indication for apoptosis suggesting that the polymer induced a necrotic cell reaction. Cell nuclei retained their size, chromatin was homogenously distributed and cell membranes lost their integrity very rapidly at an early stage. Furthermore, the broad spectrum caspase inhibitor zVAD.fmk did not inhibit poly(ethylenimine)-induced cell damage. Insights into the structure-toxicity relationship are necessary to optimize the cytotoxicity and biocompatibility of non-viral gene delivery systems. (C) 2002 Elsevier Science Ltd. All rights reserved.																			0142-9612					MAR	2003	24	7					1121	1131	PII S0142-9612(02)00445-3	10.1016/S0142-9612(02)00445-3	http://dx.doi.org/10.1016/S0142-9612(02)00445-3								12527253					WOS:000180603900001
