PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	C3	RP	EM	RI	OI	FU	FP	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	DL	D2	EA	PG	WC	WE	SC	GA	PM	OA	HC	HP	DA	UT
J	Miroshnichenko, AE; Flach, S; Kivshar, YS				Miroshnichenko, Andrey E.; Flach, Sergej; Kivshar, Yuri S.			Fano resonances in nanoscale structures	REVIEWS OF MODERN PHYSICS												Modern nanotechnology allows one to scale down various important devices (sensors, chips, fibers, etc.) and thus opens up new horizons for their applications. The efficiency of most of them is based on fundamental physical phenomena, such as transport of wave excitations and resonances. Short propagation distances make phase-coherent processes of waves important. Often the scattering of waves involves propagation along different paths and, as a consequence, results in interference phenomena, where constructive interference corresponds to resonant enhancement and destructive interference to resonant suppression of the transmission. Recently, a variety of experimental and theoretical work has revealed such patterns in different physical settings. The purpose of this review is to relate resonant scattering to Fano resonances, known from atomic physics. One of the main features of the Fano resonance is its asymmetric line profile. The asymmetry originates from a close coexistence of resonant transmission and resonant reflection and can be reduced to the interaction of a discrete (localized) state with a continuum of propagation modes. The basic concepts of Fano resonances are introduced, their geometrical and/or dynamical origin are explained, and theoretical and experimental studies of light propagation in photonic devices, charge transport through quantum dots, plasmon scattering in Josephson-junction networks, and matter-wave scattering in ultracold atom systems, among others are reviewed.					Flach, Sergej/J-7047-2013; Kivshar, Yuri/AAJ-1901-2020; Miroshnichenko, Andrey/E-4285-2013; Miroshnichenko, Andrey/C-2170-2016	Flach, Sergej/0000-0003-1710-3746; Miroshnichenko, Andrey/0000-0001-9607-6621													0034-6861	1539-0756				AUG 11	2010	82	3					2257	2298		10.1103/RevModPhys.82.2257	http://dx.doi.org/10.1103/RevModPhys.82.2257													WOS:000280849200001
J	Pan, DY; Zhang, JC; Li, Z; Wu, MH				Pan, Dengyu; Zhang, Jingchun; Li, Zhen; Wu, Minghong			Hydrothermal Route for Cutting Graphene Sheets into Blue-Luminescent Graphene Quantum Dots	ADVANCED MATERIALS												Water-soluble graphene quantum dots (GQDs, ca. 10 nm in diameter) that exhibit bright blue photoluminescence (PL) are prepared by hydrothermal (chemical) cutting of oxidized graphene sheets (see figure). The mechanisms of the cutting and luminescence are discussed. his discovery of PL of GQDs may extend T the range of application of graphene-based materials to optoelectronics and biological labeling.					Pan, Yuesong/AAI-6303-2020; Li, Zhen/JLL-0527-2023	Pan, Dengyu/0000-0002-2398-0537; Li, Zhen/0000-0002-5708-6402													0935-9648	1521-4095				FEB 9	2010	22	6					734	+		10.1002/adma.200902825	http://dx.doi.org/10.1002/adma.200902825								20217780					WOS:000274910200012
J	Choi, SUS; Zhang, ZG; Yu, W; Lockwood, FE; Grulke, EA				Choi, SUS; Zhang, ZG; Yu, W; Lockwood, FE; Grulke, EA			Anomalous thermal conductivity enhancement in nanotube suspensions	APPLIED PHYSICS LETTERS												We have produced nanotube-in-oil suspensions and measured their effective thermal conductivity. The measured thermal conductivity is anomalously greater than theoretical predictions and is nonlinear with nanotube loadings. The anomalous phenomena show the fundamental limits of conventional heat conduction models for solid/liquid suspensions. We have suggested physical concepts for understanding the anomalous thermal behavior of nanotube suspensions. In comparison with other nanostructured materials dispersed in fluids, the nanotubes provide the highest thermal conductivity enhancement, opening the door to a wide range of nanotube applications. (C) 2001 American Institute of Physics.																			0003-6951	1077-3118				OCT 1	2001	79	14					2252	2254		10.1063/1.1408272	http://dx.doi.org/10.1063/1.1408272													WOS:000171134900043
J	Salomon-Ferrer, R; Götz, AW; Poole, D; Le Grand, S; Walker, RC				Salomon-Ferrer, Romelia; Goetz, Andreas W.; Poole, Duncan; Le Grand, Scott; Walker, Ross C.			Routine Microsecond Molecular Dynamics Simulations with AMBER on GPUs. 2. Explicit Solvent Particle Mesh Ewald	JOURNAL OF CHEMICAL THEORY AND COMPUTATION												We present an implementation of explicit solvent all atom classical molecular dynamics (MD) within the AMBER program package that runs entirely on CUDA-enabled GPUs. First released publicly in April 2010 as part of version 11 of the AMBER MD package and further improved and optimized over the last two years, this implementation supports the three most widely used statistical mechanical ensembles (NVE, NVT, and NPT), uses particle mesh Ewald (PME) for the long-range electrostatics, and runs entirely on CUDA-enabled NVIDIA graphics processing units (GPUs), providing results that are statistically indistinguishable from the traditional CPU version of the software and with performance that exceeds that achievable by the CPU version of AMBER software running on all conventional CPU-based clusters and supercomputers. We briefly discuss three different precision models developed specifically for this work (SPDP, SPFP, and DPDP) and highlight the technical details of the approach as it extends beyond previously reported work [Gotz et al., J. Chem. Theory Comput. 2012, DOI: 10.1021/ct200909j; Le Grand et al., Comp. Phys. Comm. 2013, DOI: 10.1016/j.cpc.2012.09.022]. We highlight the substantial improvements in performance that are seen over traditional CPU-only machines and provide validation of our implementation and precision models. We also provide evidence supporting our decision to deprecate the previously described fully single precision (SPSP) model from the latest release of the AMBER software package.						Goetz, Andreas/0000-0002-8048-6906													1549-9618	1549-9626				SEP	2013	9	9					3878	3888		10.1021/ct400314y	http://dx.doi.org/10.1021/ct400314y								26592383					WOS:000330096800004
J	Wen, JQ; Xie, J; Chen, XB; Li, X				Wen, Jiuqing; Xie, Jun; Chen, Xiaobo; Li, Xin			A review on g-C<sub>3</sub>N<sub>4</sub>-based photocatalysts	APPLIED SURFACE SCIENCE					2nd International Symposium on Energy and Environmental Photocatalytic Materials (EEPM2)	APR 01-04, 2016	Wuhan Univ Technol, Wuhan, PEOPLES R CHINA	Kent State Univ, Jianghan Univ, Changsha Univ, Hubei Univ	Wuhan Univ Technol			As one of the most appealing and attractive technologies, heterogeneous photocatalysis has been utilized to directly harvest, convert and store renewable solar energy for producing sustainable and green solar fuels and a broad range of environmental applications. Due to their unique physicochemical, optical and electrical properties, a wide variety of g-C3N4-based photocatalysts have been designed to drive various reduction and oxidation reactions under light irradiation with suitable wavelengths. In this review, we have systematically summarized the photocatalytic fundamentals of g-C3N4-based photocatalysts, including fundamental mechanism of heterogeneous photocatalysis, advantages, challenges and the design considerations of g-C3N4-based photocatalysts. The versatile properties of g-C3N4-based photocatalysts are highlighted, including their crystal structural, surface phisicochemical, stability, optical, adsorption, electrochemical, photoelectrochemical and electronic properties. Various design strategies are also thoroughly reviewed, including band-gap engineering, defect control, dimensionality tuning, pore texture tailoring, surface sensitization, heterojunction construction, co-catalyst and nanocarbon loading. Many important applications are also addressed, such as photocatalytic water splitting (H-2 evolution and overall water splitting), degradation of pollutants, carbon dioxide reduction, selective organic transformations and disinfection. Through reviewing the important state-of-the-art advances on this topic, it may provide new opportunities for designing and constructing highly effective g-C(3)N(4-)based photocatalysts for various applications in photocatalysis and other related fields, such as solar cell, photoelectrocatalysis, electrocatalysis, lithium battery, supercapacitor, fuel cell and separation and purification. (C) 2016 Elsevier B.V. All rights reserved.					Xie, jun/GWM-6310-2022; Chen, Xiaobo/AAC-5100-2019; Li, Xin/A-2698-2011	Li, Xin/0000-0002-4842-5054													0169-4332	1873-5584				JAN 1	2017	391		B		SI		72	123		10.1016/j.apsusc.2016.07.030	http://dx.doi.org/10.1016/j.apsusc.2016.07.030													WOS:000390622100002
J	Zheng, M; Jagota, A; Semke, ED; Diner, BA; Mclean, RS; Lustig, SR; Richardson, RE; Tassi, NG				Zheng, M; Jagota, A; Semke, ED; Diner, BA; Mclean, RS; Lustig, SR; Richardson, RE; Tassi, NG			DNA-assisted dispersion and separation of carbon nanotubes	NATURE MATERIALS												Carbon nanotubes are man-made one-dimensional carbon crystals with different diameters and chiralities. Owing to their superb mechanical and electrical properties, many potential applications have been proposed for them. However, polydispersity and poor solubility in both aqueous and non-aqueous solution impose a considerable challenge for their separation and assembly, which is required for many applications. Here we report our finding of DNA-assisted dispersion and separation of carbon nanotubes. Bundled single-walled carbon nanotubes are effectively dispersed in water by their sonication in the presence of single-stranded DNA (ssDNA). Optical absorption and fluorescence spectroscopy and atomic force microscopy measurements provide evidence for individually dispersed carbon nanotubes. Molecular modelling suggests that ssDNA can bind to carbon nanotubes through pi-stacking, resulting in helical wrapping to the surface. The binding free energy of ssDNA to carbon nanotubes rivals that of two nanotubes for each other. We also demonstrate that DNA-coated carbon nanotubes can be separated into fractions with different electronic structures by ion-exchange chromatography. This finding links one of the central molecules in biology to a technologically very important nanomaterial, and opens the door to carbon-nanotube-based applications in biotechnology.																			1476-1122					MAY	2003	2	5					338	342		10.1038/nmat877	http://dx.doi.org/10.1038/nmat877								12692536					WOS:000182679900023
J	Zhu, HM; Fu, YP; Meng, F; Wu, XX; Gong, ZZ; Ding, Q; Gustafsson, MV; Trinh, MT; Jin, S; Zhu, XY				Zhu, Haiming; Fu, Yongping; Meng, Fei; Wu, Xiaoxi; Gong, Zizhou; Ding, Qi; Gustafsson, Martin V.; Trinh, M. Tuan; Jin, Song; Zhu, X-Y.			Lead halide perovskite nanowire lasers with low lasing thresholds and high quality factors	NATURE MATERIALS												The remarkable performance of lead halide perovskites in solar cells can be attributed to the long carrier lifetimes and low non-radiative recombination rates, the same physical properties that are ideal for semiconductor lasers. Here, we show room-temperature and wavelength-tunable lasing from single-crystal lead halide perovskite nanowires with very low lasing thresholds (220 nJ cm(-2)) and high quality factors (Q similar to 3,600). The lasing threshold corresponds to a charge carrier density as low as 1.5 x 1016 cm(-3). Kinetic analysis based on time-resolved fluorescence reveals little charge carrier trapping in these single-crystal nanowires and gives estimated lasing quantum yields approaching 100%. Such lasing performance, coupled with the facile solution growth of single-crystal nanowires and the broad stoichiometry-dependent tunability of emission colour, makes lead halide perovskites ideal materials for the development of nanophotonics, in parallel with the rapid development in photovoltaics from the same materials.					zhu, y/IVU-7833-2023; Trinh, Minh/A-9740-2009; Jin, Song/B-4300-2008; Wu, Xiaoxi/Q-5877-2016	Trinh, Minh Tuan/0000-0001-8393-5669; Wu, Xiaoxi/0000-0002-1900-8964; Gong, Zizhou/0000-0002-8835-385X; Jin, Song/0000-0001-8693-7010													1476-1122	1476-4660				JUN	2015	14	6					636	U115		10.1038/NMAT4271	http://dx.doi.org/10.1038/NMAT4271								25849532					WOS:000354801500028
J	Pastor-Satorras, R; Castellano, C; Van Mieghem, P; Vespignani, A				Pastor-Satorras, Romualdo; Castellano, Claudio; Van Mieghem, Piet; Vespignani, Alessandro			Epidemic processes in complex networks	REVIEWS OF MODERN PHYSICS												In recent years the research community has accumulated overwhelming evidence for the emergence of complex and heterogeneous connectivity patterns in a wide range of biological and sociotechnical systems. The complex properties of real-world networks have a profound impact on the behavior of equilibrium and nonequilibrium phenomena occurring in various systems, and the study of epidemic spreading is central to our understanding of the unfolding of dynamical processes in complex networks. The theoretical analysis of epidemic spreading in heterogeneous networks requires the development of novel analytical frameworks, and it has produced results of conceptual and practical relevance. A coherent and comprehensive review of the vast research activity concerning epidemic processes is presented, detailing the successful theoretical approaches as well as making their limits and assumptions clear. Physicists, mathematicians, epidemiologists, computer, and social scientists share a common interest in studying epidemic spreading and rely on similar models for the description of the diffusion of pathogens, knowledge, and innovation. For this reason, while focusing on the main results and the paradigmatic models in infectious disease modeling, the major results concerning generalized social contagion processes are also presented. Finally, the research activity at the forefront in the study of epidemic spreading in coevolving, coupled, and time-varying networks is reported.					Castellano, Claudio/B-6946-2008; Vespignani, Alessandro/A-8794-2009; Pastor-Satorras, Romualdo/L-8837-2013	Castellano, Claudio/0000-0002-3773-3801; Vespignani, Alessandro/0000-0003-3419-4205; Pastor-Satorras, Romualdo/0000-0002-4051-6007													0034-6861	1539-0756				AUG 31	2015	87	3					925	979		10.1103/RevModPhys.87.925	http://dx.doi.org/10.1103/RevModPhys.87.925													WOS:000360273200001
J	Bunch, JS; Verbridge, SS; Alden, JS; van der Zande, AM; Parpia, JM; Craighead, HG; McEuen, PL				Bunch, J. Scott; Verbridge, Scott S.; Alden, Jonathan S.; van der Zande, Arend M.; Parpia, Jeevak M.; Craighead, Harold G.; McEuen, Paul L.			Impermeable atomic membranes from graphene sheets	NANO LETTERS												We demonstrate that a monolayer graphene membrane is impermeable to standard gases including helium. By applying a pressure difference across the membrane, we measure both the elastic constants and the mass of a single layer of graphene. This pressurized graphene membrane is the world's thinnest balloon and provides a unique separation barrier between 2 distinct regions that is only one atom thick.					Bunch, Joseph/B-7555-2008; van der Zande, Arend/C-1989-2016	van der Zande, Arend/0000-0001-5104-9646													1530-6984	1530-6992				AUG	2008	8	8					2458	2462		10.1021/nl801457b	http://dx.doi.org/10.1021/nl801457b								18630972					WOS:000258440700060
J	Lange, DJ				Lange, DJ			The EvtGen particle decay simulation package	NUCLEAR INSTRUMENTS & METHODS IN PHYSICS RESEARCH SECTION A-ACCELERATORS SPECTROMETERS DETECTORS AND ASSOCIATED EQUIPMENT					7th International Conference on B-Physics at Hadron Machines	SEP 13-18, 2000	MAAGAN, ISRAEL					With several new B-physics experiments now taking data, the physics of B-meson decays will be studied in greater detail than previously possible. It is important to have a simulation of the underlying physics processes that is able to accurately describe this data. The EvtGen package provides a framework for the implementation of physics processes relevant to decays of B mesons and other resonances. Models of time dependent CP asymmetries in neutral B meson decays. semileptonic form-factor models, and a full decay table for B decays are a few of the implemented features. (C) 2001 Published by Elsevier Science B.V.																			0168-9002					APR 11	2001	462	1-2					152	155		10.1016/S0168-9002(01)00089-4	http://dx.doi.org/10.1016/S0168-9002(01)00089-4													WOS:000168800000023
J	Heo, JH; Im, SH; Noh, JH; Mandal, TN; Lim, CS; Chang, JA; Lee, YH; Kim, HJ; Sarkar, A; Nazeeruddin, MK; Grätzel, M; Seok, SI				Heo, Jin Hyuck; Im, Sang Hyuk; Noh, Jun Hong; Mandal, Tarak N.; Lim, Choong-Sun; Chang, Jeong Ah; Lee, Yong Hui; Kim, Hi-jung; Sarkar, Arpita; Nazeeruddin, Md. K.; Graetzel, Michael; Seok, Sang Il			Efficient inorganic-organic hybrid heterojunction solar cells containing perovskite compound and polymeric hole conductors	NATURE PHOTONICS												Inorganic-organic hybrid structures have become innovative alternatives for next-generation dye-sensitized solar cells, because they combine the advantages of both systems. Here, we introduce a layered sandwich-type architecture, the core of which comprises a bicontinuous three-dimensional nanocomposite of mesoporous (mp)-TiO2, with CH(3)NH(3)Pbl(3) perovskite as light harvester, as well as a polymeric hole conductor. This platform creates new opportunities for the development of low-cost, solution-processed, high-efficiency solar cells. The use of a polymeric hole conductor, especially poly-triarylamine, substantially improves the open-circuit voltage V-oc and fill factor of the cells. Solar cells based on these inorganic-organic hybrids exhibit a short-circuit current density J(sc) of 16.5 mA cm(-2), V-oc of 0.997 V and fill factor of 0.727, yielding a power conversion efficiency of 12.0% under standard AM 1.5 conditions.					Mandal, Tarak/HNI-8163-2023; Graetzel, Michael/G-4870-2011; Sarkar, Arpita/JFL-1710-2023; Im, Sang/V-3255-2019; Nazeeruddin, Mohammad/B-1323-2008; Seok, Sang Il/R-2778-2016; Noh, Jun Hong/A-7769-2010	Sarkar, Arpita/0000-0002-7881-2696; Nazeeruddin, Mohammad Khaja/0000-0001-5955-4786; Seok, Sang Il/0000-0001-9976-6628; Noh, Jun Hong/0000-0002-1143-5822													1749-4885	1749-4893				JUN	2013	7	6					487	492		10.1038/NPHOTON.2013.80	http://dx.doi.org/10.1038/NPHOTON.2013.80													WOS:000319653500017
J	Liu, WF; Ren, XB				Liu, Wenfeng; Ren, Xiaobing			Large Piezoelectric Effect in Pb-Free Ceramics	PHYSICAL REVIEW LETTERS												We report a non-Pb piezoelectric ceramic system Ba(Ti0.8Zr0.2)O-3-(Ba0.7Ca0.3)TiO3 which shows a surprisingly high piezoelectric coefficient of d(33)similar to 620 pC/N at optimal composition. Its phase diagram shows a morphortropic phase boundary (MPB) starting from a tricritical triple point of a cubic paraelectric phase (C), ferroelectric rhombohedral (R), and tetragonal (T) phases. The high piezoelectricity of the MPB compositions stems from the composition proximity of the MPB to the tricritical triple point, which leads to a nearly vanishing polarization anisotropy and thus facilitates polarization rotation between << 001 >> T and << 111 >> R states. We predict that the single-crystal form of the MPB composition of the present system may reach a giant d(33)=1500-2000 pC/N. Our work may provide a new recipe for designing highly piezoelectric materials (both Pb-free and Pb-containing) by searching MPBs starting from a TCP.					Liu, Wenfeng/C-3739-2014; Ren, Xiaobing/B-6072-2009	Ren, Xiaobing/0000-0002-4973-2486													0031-9007	1079-7114				DEC 18	2009	103	25							257602	10.1103/PhysRevLett.103.257602	http://dx.doi.org/10.1103/PhysRevLett.103.257602								20366285					WOS:000272958300044
J	Hao, F; Stoumpos, CC; Cao, DH; Chang, RPH; Kanatzidis, MG				Hao, Feng; Stoumpos, Constantinos C.; Duyen Hanh Cao; Chang, Robert P. H.; Kanatzidis, Mercouri G.			Lead-free solid-state organic-inorganic halide perovskite solar cells	NATURE PHOTONICS												Lead-free solution-processed solid-state photovoltaic devices based on methylammonium tin iodide (CH3NH3SnI3) perovskite semiconductor as the light harvester are reported. Featuring an optical bandgap of 1.3 eV, the CH3NH3SnI3 perovskite material can be incorporated into devices with the organic hole-transport layer spiro-OMeTAD and show an absorption onset at 950 nm, which is significantly redshifted compared with the benchmark CH3NH3PbI3 counterpart (1.55 eV). Bandgap engineering was implemented by chemical substitution in the form of CH3NH3SnI3-xBrx solid solutions, which can be controllably tuned to cover much of the visible spectrum, thus enabling the realization of lead-free solar cells with an initial power conversion efficiency of 5.73% under simulated full sunlight. Further efficiency enhancements are expected following optimization and a better fundamental understanding of the internal electron dynamics and corresponding interfacial engineering. The reported CH3NH3SnI3-xBrx perovskite solar cells represent a step towards the realization of low-cost, environmentally friendly solid-state solar cells.					Chang, R.P.H/B-7505-2009; , Kanatzidis/ABH-7936-2022; Hao, Feng/K-4416-2013; Stoumpos, Constantinos/P-6677-2016	Hao, Feng/0000-0002-6895-5570; Stoumpos, Constantinos/0000-0001-8396-9578													1749-4885	1749-4893				JUN	2014	8	6					489	494		10.1038/nphoton.2014.82	http://dx.doi.org/10.1038/nphoton.2014.82													WOS:000336972000016
J	Soci, C; Zhang, A; Xiang, B; Dayeh, SA; Aplin, DPR; Park, J; Bao, XY; Lo, YH; Wang, D				Soci, C.; Zhang, A.; Xiang, B.; Dayeh, S. A.; Aplin, D. P. R.; Park, J.; Bao, X. Y.; Lo, Y. H.; Wang, D.			ZnO nanowire UV photodetectors with high internal gain	NANO LETTERS												ZnO nanowire (NW) visible-blind UV photodetectors with internal photoconductive gain as high as G similar to 10(8) have been fabricated and characterized. The photoconduction mechanism in these devices has been elucidated by means of time-resolved measurements spanning a wide temporal domain, from 10(-9) to 10(2) s, revealing the coexistence of fast (tau similar to 20 ns) and slow (tau similar to 10 s) components of the carrier relaxation dynamics. The extremely high photoconductive gain is attributed to the presence of oxygen-related hole-trap states at the NW surface, which prevents charge-carrier recombination and prolongs the photocarrier lifetime, as evidenced by the sensitivity of the photocurrrent to ambient conditions. Surprisingly, this mechanism appears to be effective even at the shortest time scale investigated of t < 1 ns. Despite the slow relaxation time, the extremely high internal gain of ZnO NW photodetectors results in gain-bandwidth products (GB) higher than similar to 10 GHz. The high gain and low power consumption of NW photodetectors promise a new generation of phototransistors for applications such as sensing, imaging, and intrachip optical interconnects.					Xiang, Bin/C-9192-2012; Bao, Xinyu/C-1226-2008; Dayeh, Shadi/H-5621-2012; Soci, Cesare/A-8355-2008; Park, Jeongwon/I-5186-2014	Soci, Cesare/0000-0002-0149-9128; Park, Jeongwon/0000-0003-4988-302X; Dayeh, Shadi/0000-0002-1756-1774													1530-6984	1530-6992				APR	2007	7	4					1003	1009		10.1021/nl070111x	http://dx.doi.org/10.1021/nl070111x								17358092					WOS:000245600500028
J	Liu, DY; Kelly, TL				Liu, Dianyi; Kelly, Timothy L.			Perovskite solar cells with a planar heterojunction structure prepared using room-temperature solution processing techniques	NATURE PHOTONICS												Organic-inorganic hybrid solar cells that combine a mesoporous scaffold, a perovskite light absorber and an organic hole transporter have emerged at the forefront of solution-processable photovoltaic devices; however, they require processing temperatures of up to 500 degrees C to sinter the mesoporous metal-oxide support. Here, we report the use of a thin film of ZnO nanoparticles as an electron-transport layer in CH(3)NH(3)Pbl(3)-based solar cells; in contrast to mesoporous TiO2, the ZnO layer is both substantially thinner and requires no sintering. We took advantage of these facts to prepare flexible solar cells with power-conversion efficiencies in excess of 10%. The use of ZnO also results in improvements to device performance for cells prepared on rigid substrates. Solar cells based on this design exhibit power-conversion efficiencies as high as 15.7% when measured under AM1.5G illumination, which makes them some of the highest-performing perovskite solar cells reported to date.					Kelly, Timothy/F-4185-2011	Kelly, Timothy/0000-0002-2907-093X; Liu, Dianyi/0000-0001-7288-1108													1749-4885	1749-4893				FEB	2014	8	2					133	138		10.1038/nphoton.2013.342	http://dx.doi.org/10.1038/nphoton.2013.342													WOS:000331162400017
J	Wang, FG; Landau, DP				Wang, FG; Landau, DP			Efficient, multiple-range random walk algorithm to calculate the density of states	PHYSICAL REVIEW LETTERS												We present a new Monte Carlo algorithm that produces results of high accuracy with reduced simulational effort. Independent random walks are performed (concurrently or serially) in different, restricted ranges of energy, and the resultant density of states is modified continuously to produce locally Flat histograms. This method permits us to directly access the free energy and entropy, is independent of temperature, and is efficient for the study of both Ist order and 2nd order phase transitions. It should also be useful for the study of complex systems with a rough energy landscape.																			0031-9007					MAR 5	2001	86	10					2050	2053		10.1103/PhysRevLett.86.2050	http://dx.doi.org/10.1103/PhysRevLett.86.2050								11289852					WOS:000167259900035
J	Blais, A; Huang, RS; Wallraff, A; Girvin, SM; Schoelkopf, RJ				Blais, A; Huang, RS; Wallraff, A; Girvin, SM; Schoelkopf, RJ			Cavity quantum electrodynamics for superconducting electrical circuits: An architecture for quantum computation	PHYSICAL REVIEW A												We propose a realizable architecture using one-dimensional transmission line resonators to reach the strong-coupling limit of cavity quantum electrodynamics in superconducting electrical circuits. The vacuum Rabi frequency for the coupling of cavity photons to quantized excitations of an adjacent electrical circuit (qubit) can easily exceed the damping rates of both the cavity and qubit. This architecture is attractive both as a macroscopic analog of atomic physics experiments and for quantum computing and control, since it provides strong inhibition of spontaneous emission, potentially leading to greatly enhanced qubit lifetimes, allows high-fidelity quantum nondemolition measurements of the state of multiple qubits, and has a natural mechanism for entanglement of qubits separated by centimeter distances. In addition it would allow production of microwave photon states of fundamental importance for quantum communication.					Schoelkopf, Robert/J-8178-2012; Girvin, Steven/C-1471-2012; Wallraff, Andreas/C-2130-2009; Blais, Alexandre/E-3315-2010	Wallraff, Andreas/0000-0002-3476-4485; Blais, Alexandre/0000-0002-0591-2012													1050-2947	1094-1622				JUN	2004	69	6							062320	10.1103/PhysRevA.69.062320	http://dx.doi.org/10.1103/PhysRevA.69.062320													WOS:000222471400038
